Title	IMDB	Budget	 Dom  Box  Office 	 Intl  Box  Office 	Score	Year	Writers	Directors	Producers	 Female  Character  Percentage 	 Female  Talk  Percentage 	 Female  Writer  Percentage 	 Female  Director  Percentage 	 Female  Producer  Percentage 	 Overall  Female  Production  Percentage 
   Night    at    the    Museum   	477347	-6	-4	731314111	3	2006	"  [['Robert    Ben    Garant',    'm'],    ['Thomas    Lennon',    'm'],    ['Milan    Trenc',    'm']]  "	"  [['Shawn    Levy',    'm']]  "	"  [['Michael    Barnathan',    'm'],    ['Chris    Columbus',    'm'],    ['Thomas    M.    Hammel',    'm'],    ['Shawn    Levy',    'm'],    ['Josh    McLaglen',    'm'],    ['Mark    Radcliffe',    'm'],    ['Ira    Shuman',    'm']]  "	-1.5	-1.5	0	0	0	0
 Night  at  the  Museum 	477347	-6	-4	672573254.7	3	2006				-6	-7	-8	-5	-5	-5
   No    Country    for    Old    Men   	477348	-6	-4	90031754	3	2007	"  [['Joel    Coen',    'm'],    ['Ethan    Coen',    'm'],    ['Cormac    McCarthy',    'm']]  "	"  [['Ethan    Coen',    'm'],    ['Joel    Coen',    'm']]  "	"  [['Ethan    Coen',    'm'],    ['Joel    Coen',    'm'],    ['Robert    Graf',    'm'],    ['Mark    Roybal',    'm'],    ['Scott    Rudin',    'm']]  "	0.285714286	0.146033654	0	0	0	0
 No  Country  for  Old  Men 	477348	-6	-4	186703369.5	3	2007				-6	-7	-8	-5	-5	-5
21	478087	-6	-4	183511569	3	2008	"  [['Peter    Steinfeld',    'm'],    ['Allan    Loeb',    'm'],    ['Ben    Mezrich',    'm']]  "	"  [['Robert    Luketic',    'm']]  "	"  [['William    S.    Beasley',    'm'],    ['Dana    Brunetti',    'm'],    ['Michael    De    Luca',    'm'],    ['Ryan    Kavanaugh',    'm'],    ['Brett    Ratner',    'm'],    ['Kevin    Spacey',    'm']]  "	0.083333333	0.074541752	0	0	0	0
21	478087	-6	-4	173047132.1	3	2008				-6	-7	-8	-5	-5	-5
   The    Tree    of    Life   	478304	-6	-4	57127092	0	2011	"  [['Terrence    Malick',    'm']]  "	"  [['Terrence    Malick',    'm']]  "	"  [['Nigel    Ashcroft',    'm'],    ['Greg    Eliason',    'm'],    ['Dede    Gardner',    'f'],    ['Nicolas    Gonda',    'm'],    ['Sarah    Green',    'f'],    ['Grant    Hill',    'm'],    ['Brad    Pitt',    'm'],    ['Bill    Pohlad',    'm'],    ['Donald    Rosenfeld',    'm'],    ['Paula    Mae    Schwartz',    'f'],    ['Steve    Schwartz',    'm']]  "	0.166666667	0.269097222	0	0	0.272727273	0.230769231
 The  Tree  of  Life 	478304	-6	-4	65364263.77	0	2011				-6	-7	-8	-5	-5	-5
   Knocked    Up   	478311	-6	-4	265520740	3	2007	"  [['Judd    Apatow',    'm']]  "	"  [['Judd    Apatow',    'm']]  "	"  [['Judd    Apatow',    'm'],    ['Evan    Goldberg',    'm'],    ['Shauna    Robertson',    'f'],    ['Seth    Rogen',    'm'],    ['Clayton    Townsend',    'm']]  "	0.333333333	0.37007588	0	0	0.2	0.142857143
 Knocked  Up 	478311	-6	-4	249415238.8	3	2007				-6	-7	-8	-5	-5	-5
Ant-Man	478970	-6	-4	518629494	2	2015	"  [['Edgar    Wright',    'm'],    ['Joe    Cornish',    'm'],    ['Adam    McKay',    'm'],    ['Paul    Rudd',    'm'],    ['Stan    Lee',    'm'],    ['Larry    Lieber',    'm'],    ['Jack    Kirby',    'm']]  "	"  [['Peyton    Reed',    'm']]  "	"  [['Victoria    Alonso',    'f'],    [Louis    D'Esposito,    'm'],    ['Kevin    Feige',    'm'],    ['Alan    Fine',    'm'],    ['David    J.    Grant',    'm'],    ['Michael    Grillo',    'm'],    ['Stan    Lee',    'm'],    ['Brad    Winderbaum',    'm'],    ['Edgar    Wright',    'm']]  "	-1.5	-1.5	0	0	0.111111111	0.058823529
"Bon  Cop,  Bad  Cop"	479647	-6	-4	14834920.04	1	2006				-6	-7	-8	-5	-5	-5
Crank	479884	-6	-4	54651215	0	2006	"  [['Mark    Neveldine',    'm'],    ['Brian    Taylor',    'm']]  "	"  [['Mark    Neveldine',    'm'],    ['Brian    Taylor',    'm']]  "	"  [['Peter    Block',    'm'],    ['Michael    Davis',    'm'],    ['Gary    Lucchesi',    'm'],    ['Michael    Paseornek',    'm'],    ['Eric    Reid',    'm'],    ['Tom    Rosenberg',    'm'],    ['David    Rubin',    'm'],    ['Skip    Williamson',    'NULL'],    ['Richard    S.    Wright',    'm']]  "	0.142857143	0.118089	0	0	0	0
Crank	479884	-6	-4	51425089.58	0	2006				-6	-7	-8	-5	-5	-5
   Atlas    Shrugged:    Part    I   	480239	-6	-4	4999475	3	2011	"  [[Brian    Patrick    O'Toole,    'm'],    ['John    Aglialoro',    'm'],    ['Ayn    Rand',    'f']]  "	"  [['Paul    Johansson',    'm']]  "	"  [['John    Aglialoro',    'm'],    ['Howard    Baldwin',    'm'],    ['Karen    Elise    Baldwin',    'f'],    ['Harmon    Kaslow',    'm'],    ['Mike    Marvin',    'm'],    ['Ed    Snider',    'm']]  "	-1.5	-1.5	0.333333333	0	0.166666667	0.2
   Dan    in    Real    Life   	480242	-6	-4	82873965	3	2007	"  [['Pierce    Gardner',    'm'],    ['Peter    Hedges',    'm']]  "	"  [['Peter    Hedges',    'm']]  "	"  [['Dianne    Dreyer',    'f'],    ['Brad    Epstein',    'm'],    ['Darlene    Caamano    Loquet',    'NULL'],    ['Noah    Rosen',    'm'],    ['Jonathan    Shestack',    'm'],    ['Mari-Jo    Winkler',    'f']]  "	-1.5	-1.5	0	0	0.333333333	0.222222222
   I    Am    Legend   	480249	-6	-4	709443000	3	2007	"  [['Mark    Protosevich',    'm'],    ['Akiva    Goldsman',    'm'],    ['Richard    Matheson',    'm'],    ['John    William    Corrington',    'm'],    ['Joyce    Hooper    Corrington',    'f']]  "	"  [['Francis    Lawrence',    'm']]  "	"  [['Bruce    Berman',    'm'],    ['Dana    Goldberg',    'f'],    ['Akiva    Goldsman',    'm'],    ['David    Heyman',    'm'],    ['James    Lassiter',    'm'],    ['Neal    H.    Moritz',    'm'],    ['Lorne    Orleans',    'm'],    ['Erwin    Stoff',    'm'],    ['Michael    Tadross',    'm'],    ['Tracy    Torme',    'm'],    ['Jeffrey    Wetzel',    'm']]  "	0.375	0.196532613	0.2	0	0.090909091	0.117647059
 I  Am  Legend 	480249	-6	-4	666243196.5	3	2007				-6	-7	-8	-5	-5	-5
   The    Losers   	480255	-6	-4	31054367	1	2010	"  [['Peter    Berg',    'm'],    ['James    Vanderbilt',    'm']]  "	"  [['Sylvain    White',    'm']]  "	"  [['Sarah    Aubrey',    'f'],    ['Stuart    M.    Besser',    'm'],    ['Christoph    Fisser',    'm'],    ['Kerry    Foster',    'NULL'],    ['Akiva    Goldsman',    'm'],    ['Adam    Kuhn',    'm'],    ['Richard    Mirisch',    'm'],    ['Henning    Molfenter',    'm'],    ['Steve    Richards',    'm'],    ['Andrew    Rona',    'm'],    ['Joel    Silver',    'm'],    ['Charlie    Woebcken',    'm']]  "	0.125	0.108152881	0	0	0.083333333	0.066666667
 The  Losers 	480255	-6	-4	28905964.53	1	2010				-6	-7	-8	-5	-5	-5
   Hall    Pass   	480687	-6	-4	87485092	2	2011	"  [['Pete    Jones',    'm'],    ['Peter    Farrelly',    'm'],    ['Kevin    Barnett',    'm'],    ['Bobby    Farrelly',    'm']]  "	"  [['Bobby    Farrelly',    'm'],    ['Peter    Farrelly',    'm']]  "	"  [['Richard    Brener',    'm'],    ['Mark    Charpentier',    'm'],    ['Toby    Emmerich',    'm'],    ['Bobby    Farrelly',    'm'],    ['Peter    Farrelly',    'm'],    ['Merideth    Finn',    'f'],    ['Marc    S.    Fischer',    'm'],    ['Kris    Meyer',    'm'],    ['John    Rickard',    'm'],    ['J.B.    Rogers',    'm'],    ['Bradley    Thomas',    'm'],    ['Charles    B.    Wessler',    'm']]  "	0.5	0.284514673	0	0	0.083333333	0.055555556
 Hall  Pass 	480687	-6	-4	87801786.55	2	2011				-6	-7	-8	-5	-5	-5
   No    Reservations   	481141	-6	-4	112232473	3	2007	"  [['Carol    Fuchs',    'f'],    ['Sandra    Nettelbeck',    'f']]  "	"  [['Scott    Hicks',    'm']]  "	"  [['Sergio    Aguero',    'm'],    ['Bruce    Berman',    'm'],    ['Susan    Cartsonis',    'f'],    ['Kerry    Heysen',    'f'],    ['Mari-Jo    Winkler',    'f']]  "	-1.5	-1.5	1	0	0.6	0.625
 No  Reservations 	481141	-6	-4	104322969.3	3	2007				-6	-7	-8	-5	-5	-5
   The    Number    23   	481369	-6	-4	94010980	1	2007	"  [['Fernley    Phillips',    'NULL']]  "	"  [['Joel    Schumacher',    'm']]  "	"  [['Richard    Brener',    'm'],    ['Mike    Drake',    'm'],    ['Toby    Emmerich',    'm'],    ['Beau    Flynn',    'm'],    ['Keith    Goldberg',    'm'],    ['Fernley    Phillips',    'NULL'],    ['Eli    Richbourg',    'NULL'],    ['Tripp    Vinson',    'm'],    ['Brooklyn    Weaver',    'm']]  "	0.4	0.250817722	0	0	0	0
 The  Number  23 	481369	-6	-4	88307194.85	1	2007				-6	-7	-8	-5	-5	-5
   The    Croods   	481499	-6	-4	602471989	3	2013	"  [['Chris    Sanders',    'm'],    ['Kirk    De    Micco',    'm'],    ['John    Cleese',    'm']]  "	"  [['Kirk    De    Micco',    'm'],    ['Chris    Sanders',    'm']]  "	"  [['Kristine    Belson',    'f'],    ['Jane    Hartwell',    'f']]  "	0.5	0.297452408	0	0	1	0.285714286
 The  Croods 	481499	-6	-4	580482600.9	2	2013				-6	-7	-8	-5	-5	-5
   Miss    Potter   	482546	-6	-4	44654601	3	2006	"  [['Richard    Maltby    Jr.',    'm']]  "	"  [['Chris    Noonan',    'm']]  "	"  [['Steve    Christian',    'm'],    ['David    Kirschner',    'm'],    ['Mike    Medavoy',    'm'],    ['Arnold    Messer',    'm'],    ['Louis    Phillips',    'm'],    ['Corey    Sienega',    'm'],    ['David    Thwaites',    'm'],    ['Colin    Vaines',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm'],    ['Nigel    Wooll',    'm'],    ['Renee    Zellweger',    'f']]  "	-1.5	-1.5	0	0	0.083333333	0.071428571
 Miss  Potter 	482546	-6	-4	42019677.57	3	2006				-6	-7	-8	-5	-5	-5
   The    Prestige   	482571	-6	-4	139617944	1	2006	"  [['Jonathan    Nolan',    'm'],    ['Christopher    Nolan',    'm'],    ['Christopher    Priest',    'm']]  "	"  [['Christopher    Nolan',    'm']]  "	"  [['Christopher    Ball',    'm'],    ['Valerie    Dean',    'NULL'],    ['Christopher    Nolan',    'm'],    ['Aaron    Ryder',    'm'],    ['Charles    J.D.    Schlissel',    'm'],    ['Emma    Thomas',    'f'],    ['William    Tyrer',    'm']]  "	0.181818182	0.137710509	0	0	0.142857143	0.090909091
 The  Prestige 	482571	-6	-4	126319213.9	1	2006				-6	-7	-8	-5	-5	-5
   The    Strangers   	482606	-6	-4	61118423	3	2008	"  [['Bryan    Bertino',    'm']]  "	"  [['Bryan    Bertino',    'm']]  "	"  [['Thomas    J.    Busch',    'm'],    ['Doug    Davison',    'm'],    ['Joseph    Drake',    'm'],    ['Marc    D.    Evans',    'm'],    ['Nathan    Kahane',    'm'],    ['Kelli    Konop',    'f'],    ['Roy    Lee',    'm'],    ['Trevor    Macy',    'm'],    ['Sonny    Mallhi',    'm']]  "	-1.5	-1.5	0	0	0.111111111	0.090909091
 The  Strangers 	482606	-6	-4	91046081.09	3	2008				-6	-7	-8	-5	-5	-5
Doomsday	483607	-6	-4	25809677	3	2008	"  [['Neil    Marshall',    'm']]  "	"  [['Neil    Marshall',    'm']]  "	"  [['Jeff    Abberley',    'm'],    ['Julia    Blackman',    'f'],    ['Benedict    Carver',    'm'],    ['Marc    D.    Evans',    'm'],    ['Trevor    Macy',    'm'],    ['Peter    McAleese',    'm'],    ['Steven    Paul',    'm'],    ['Carole    Sheridan',    'f']]  "	0.277777778	0.323592686	0	0	0.25	0.2
Doomsday	483607	-6	-4	23702404.4	3	2008				-6	-7	-8	-5	-5	-5
   Man    of    the    Year   	483726	-6	-4	52495526	1	2006	"  [['Barry    Levinson',    'm']]  "	"  [['Barry    Levinson',    'm']]  "	"  [['David    Coatsworth',    'm'],    ['Andy    Fraser',    'NULL'],    ['Robert    N.    Fried',    'm'],    ['Guy    McElwaine',    'm'],    ['David    C.    Robinson',    'm'],    ['James    G.    Robinson',    'm']]  "	-1.5	-1.5	0	0	0	0
 Man  of  the  Year 	483726	-6	-4	48401343.99	1	2006				-6	-7	-8	-5	-5	-5
   The    Secret    of    Kells   	485601	-6	-4	822273	0	2009	"  [['Tomm    Moore',    'NULL'],    ['Fabrice    Ziolkowski',    'm']]  "	"  [['Tomm    Moore',    'NULL'],    ['Nora    Twomey',    'f']]  "	"  [['Didier    Brunner',    'NULL'],    ['James    Flynn',    'm'],    ['Tomm    Moore',    'NULL'],    ['Ivan    Rouvreure',    'm'],    ['Viviane    Vanfleteren',    'f'],    ['Paul    Young',    'm']]  "	-1.5	-1.5	0	0.5	0.166666667	0.2
 The  Secret  of  Kells 	485601	-6	-4	2860431.676	0	2009				-6	-7	-8	-5	-5	-5
   Red    Tails   	485985	-6	-4	52783042	2	2012	"  [['John    Ridley',    'm'],    ['Aaron    McGruder',    'm'],    ['John    B.    Holway',    'm']]  "	"  [['Anthony    Hemingway',    'm']]  "	"  [['Chas.    Floyd    Johnson',    'm'],    ['Ales    Komarek',    'NULL'],    ['George    Lucas',    'm'],    ['Rick    McCallum',    'm']]  "	-1.5	-1.5	0	0	0	0
 Red  Tails 	485985	-6	-4	51763928.38	2	2012				-6	-7	-8	-5	-5	-5
   Fly    Me    to    the    Moon   	486321	-6	-4	48480283	0	2008	"  [['Domonic    Paris',    'NULL']]  "	"  [['Ben    Stassen',    'm']]  "	"  [['Jeremy    Burdek',    'm'],    ['Eric    Dillens',    'm'],    ['Gina    Gallo',    'f'],    ['Charlotte    Huggins',    'f'],    ['Nadia    Khamlichi',    'f'],    ['Mimi    Maynard',    'f'],    ['Domonic    Paris',    'NULL'],    ['Adrian    Politowski',    'm'],    ['Ben    Stassen',    'm'],    ['Caroline    Van    Iseghem',    'f']]  "	-1.5	-1.5	0	0	0.5	0.416666667
 Fly  Me  to  the  Moon 	486321	-6	-4	63086091.97	0	2008				-6	-7	-8	-5	-5	-5
Beerfest	486551	-6	-4	25953411	3	2006	"  [['Jay    Chandrasekhar',    'm'],    ['Kevin    Heffernan',    'm'],    ['Steve    Lemme',    'm'],    ['Paul    Soter',    'm'],    ['Erik    Stolhanske',    'm']]  "	"  [['Jay    Chandrasekhar',    'm']]  "	"  [['Michael    Beugg',    'm'],    ['William    Fay',    'm'],    ['Bill    Gerber',    'm'],    ['Peter    E.    Lengyel',    'm'],    ['Scott    Mednick',    'm'],    ['Richard    Perello',    'm'],    ['Thomas    Tull',    'm']]  "	-1.5	-1.5	0	0	0	0
   Fantastic    Four:    Rise    of    the    Silver    Surfer   	486576	-6	-4	159889146	3	2007	"  [['Don    Payne',    'm'],    ['Mark    Frost',    'm'],    ['John    Turman',    'm']]  "	"  [['Tim    Story',    'm']]  "	"  [['Avi    Arad',    'm'],    ['Michael    Barnathan',    'm'],    ['Lee    Cleary',    'm'],    ['Chris    Columbus',    'm'],    ['Bernd    Eichinger',    'm'],    ['Ross    Fanger',    'm'],    ['Kevin    Feige',    'm'],    ['Stan    Lee',    'm'],    ['Mark    Radcliffe',    'm'],    ['Ralph    Winter',    'm']]  "	-1.5	-1.5	0	0	0	0
 Fantastic  Four:  Rise  of  the  Silver  Surfer 	486576	-6	-4	328011954.1	3	2007				-6	-7	-8	-5	-5	-5
   Fred    Claus   	486583	-6	-4	118580079	1	2007	"  [['Dan    Fogelman',    'm'],    ['Jessie    Nelson',    'f']]  "	"  [['David    Dobkin',    'm']]  "	"  [['David    Dobkin',    'm'],    ['Paul    Hitchcock',    'm'],    ['Jessie    Nelson',    'f'],    ['Joel    Silver',    'm'],    ['Vince    Vaughn',    'm']]  "	-1.5	-1.5	0.5	0	0.2	0.25
Stardust	486655	-6	-4	164298752	3	2007	"  [['Jane    Goldman',    'f'],    ['Matthew    Vaughn',    'm'],    ['Neil    Gaiman',    'm']]  "	"  [['Matthew    Vaughn',    'm']]  "	"  [['Lorenzo    di    Bonaventura',    'm'],    ['Michael    Dreyer',    'm'],    ['Chantal    Feghali',    'f'],    ['Neil    Gaiman',    'm'],    ['Stephen    Marks',    'm'],    ['Peter    Morton',    'm'],    ['Kris    Thykier',    'm'],    ['Matthew    Vaughn',    'm'],    ['David    Womark',    'm']]  "	-1.5	-1.5	0.333333333	0	0.111111111	0.153846154
Stardust	486655	-6	-4	154274277.1	3	2007				-6	-7	-8	-5	-5	-5
Disturbia	486822	-6	-4	142725282	3	2007	"  [['Christopher    Landon',    'm'],    ['Carl    Ellsworth',    'm']]  "	"  [['D.J.    Caruso',    'm']]  "	"  [['Jackie    Marcus    Schaffer',    'NULL'],    ['Joe    Medjuck',    'm'],    ['Tom    Pollock',    'm'],    ['Ivan    Reitman',    'm'],    ['E.    Bennett    Walsh',    'm']]  "	0.5	0.305183551	0	0	0	0
Disturbia	486822	-6	-4	133807473.2	3	2007				-6	-7	-8	-5	-5	-5
   Wild    Hogs   	486946	-6	-4	307394018	1	2007	"  [['Brad    Copeland',    'm']]  "	"  [['Walt    Becker',    'm']]  "	"  [['Sharla    S.    Bridgett',    'f'],    ['Todd    Lieberman',    'm'],    ['Todd    Y.    Murata',    'm'],    ['Brian    Robbins',    'm'],    ['Amy    Sayres',    'f'],    ['Michael    Tollin',    'm']]  "	0.230769231	0.075852715	0	0	0.333333333	0.25
Bonneville	487195	-6	-4	1704000	3	2006	"  [['Daniel    D.    Davis',    'm'],    ['Christopher    N.    Rowley',    'm']]  "	"  [['Christopher    N.    Rowley',    'm']]  "	"  [['R.    Michael    Bergeron',    'm'],    ['Bob    Brown',    'm'],    ['John    Kilker',    'm'],    ['Robert    May',    'm']]  "	-1.5	-1.5	0	0	0	0
Fracture	488120	-6	-4	110721309	1	2007	"  [['Daniel    Pyne',    'm'],    ['Glenn    Gers',    'm']]  "	"  [['Gregory    Hoblit',    'm']]  "	"  [['Toby    Emmerich',    'm'],    ['Liz    Glotzer',    'f'],    ['Hawk    Koch',    'm'],    ['Louise    Rosner',    'f'],    ['Charles    Weinstock',    'm']]  "	0.4	0.148715415	0	0	0.4	0.25
 Day  of  the  Dead 	489018	-6	-4	-12	3	2008				-6	-7	-8	-5	-5	-5
Fanboys	489049	-6	-4	1068441	0	2009	"  [['Ernest    Cline',    'm'],    ['Adam    F.    Goldberg',    'm'],    ['Dan    Pulick',    'm']]  "	"  [['Kyle    Newman',    'm']]  "	"  [['Evan    Astrowsky',    'm'],    ['Dana    Brunetti',    'm'],    ['Kevin    Mann',    'm'],    ['Matthew    Perniciaro',    'm'],    ['Kevin    Spacey',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm']]  "	-1.5	-1.5	0	0	0	0
Jumper	489099	-6	-4	258232638	1	2008	"  [['David    S.    Goyer',    'm'],    ['Jim    Uhls',    'm'],    ['Simon    Kinberg',    'm'],    ['Steven    Gould',    'm']]  "	"  [['Doug    Liman',    'm']]  "	"  [['Lucas    Foster',    'm'],    ['Scott    Gardenhour',    'm'],    ['Vince    Gerardis',    'm'],    ['Joe    Hartwick    Jr.',    'm'],    ['Simon    Kinberg',    'm'],    ['Stacy    Maes',    'NULL'],    ['Arnon    Milchan',    'm'],    ['Georgina    Pope',    'NULL'],    ['Jay    Sanders',    'NULL'],    ['Ralph    Vicinanza',    'm'],    ['Kim    H.    Winther',    'f']]  "	0.166666667	0.153306953	0	0	0.090909091	0.0625
Jumper	489099	-6	-4	244589679.6	1	2008				-6	-7	-8	-5	-5	-5
   The    Nanny    Diaries   	489237	-6	-4	57858576	3	2007	"  [['Emma    McLaughlin',    'f'],    ['Nicola    Kraus',    'NULL'],    ['Shari    Springer    Berman',    'f'],    ['Robert    Pulcini',    'm']]  "	"  [['Shari    Springer    Berman',    'f'],    ['Robert    Pulcini',    'm']]  "	"  [['Gary    Binkow',    'm'],    ['Kelly    Carmichael',    'NULL'],    ['Richard    N.    Gladstein',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm'],    ['Dany    Wolf',    'm'],    ['Matt    Landon',    'm']]  "	-1.5	-1.5	0.5	0.5	0	0.230769231
   Saw    III   	489270	-6	-4	209884952	3	2006	"  [['Leigh    Whannell',    'm'],    ['James    Wan',    'm']]  "	"  [['Darren    Lynn    Bousman',    'm']]  "	"  [['Peter    Block',    'm'],    ['Mark    Burg',    'm'],    ['Jason    Constantine',    'm'],    ['Greg    Copeland',    'm'],    ['Daniel    J.    Heffner',    'm'],    ['Gregg    Hoffman',    'm'],    ['Oren    Koules',    'm'],    ['Stacey    Testro',    'NULL'],    ['James    Wan',    'm'],    ['Leigh    Whannell',    'm']]  "	-1.5	-1.5	0	0	0	0
   Because    I    Said    So   	490084	-6	-4	84216414	3	2007	"  [['Karen    Leigh    Hopkins',    'f'],    ['Jessie    Nelson',    'f']]  "	"  [['Michael    Lehmann',    'm']]  "	"  [['Paul    Brooks',    'm'],    ['Michael    Flynn',    'm'],    ['Jessie    Nelson',    'f'],    ['Michael    Newstat',    'm'],    ['Scott    Niemeyer',    'm'],    ['Wendy    Rhoads',    'f'],    ['Norm    Waitt',    'm']]  "	-1.5	-1.5	1	0	0.285714286	0.4
 London  To  Brighton 	490166	-6	-4	715066.1353	3	2006				-6	-7	-8	-5	-5	-5
   The    Mutant    Chronicles   	490181	-6	-4	2476288	1	2008	"  [['Philip    Eisner',    'm']]  "	"  [['Simon    Hunter',    'm']]  "	"  [['Stephen    Belafonte',    'm'],    ['Stephane    Bibeau',    'm'],    ['Alessandro    Camon',    'm'],    ['Steve    Christian',    'm'],    ['Tim    Dennison',    'm'],    ['Charles    Finch',    'm'],    ['Suraj    Gohill',    'NULL'],    ['Jon    Katz',    'm'],    ['Peter    La    Terriere',    'm'],    ['Fredrik    Malmberg',    'm'],    ['Pras    Michel',    'm'],    ['Edward    R.    Pressman',    'm']]  "	-1.5	-1.5	0	0	0	0
   Puccini    for    Beginners   	492481	-6	-4	141130	3	2006	"  [['Maria    Maggenti',    'f']]  "	"  [['Maria    Maggenti',    'f']]  "	"  [['Jake    Abraham',    'm'],    ['John    Sloss',    'm'],    ['Gary    Winick',    'm'],    ['Eden    Wurmfeld',    'm']]  "	-1.5	-1.5	1	1	0	0.333333333
Shrooms	492486	-6	-4	6005001	3	2007	"  [['Pearse    Elliott',    'NULL']]  "	"  [['Paddy    Breathnach',    'm']]  "	"  [['Simon    Channing    Williams',    'm'],    ['James    Clayton',    'm'],    ['Gail    Egan',    'NULL'],    ['Eva    Juel    Hammerich',    'NULL'],    ['Nina    Lyng',    'f'],    ['Kim    Magnusson',    'm'],    ['Paddy    McDonald',    'NULL'],    ['Duncan    Reid',    'm'],    ['Robert    Walpole',    'm']]  "	-1.5	-1.5	0	0	0.111111111	0.090909091
   Jackass    Number    Two   	493430	-6	-4	92647300	1	2006	"  [['Jeff    Tremaine',    'm'],    ['Spike    Jonze',    'm'],    ['Johnny    Knoxville',    'm'],    ['Preston    Lacy',    'm']]  "	"  [['Jeff    Tremaine',    'm']]  "	"  [['Sean    Cliver',    'm'],    ['Troy    Craig    Poon',    'NULL'],    ['Dimitry    Elyashkevich',    'm'],    ['Derek    Freda',    'm'],    ['David    Gale',    'm'],    ['Spike    Jonze',    'm'],    ['Johnny    Knoxville',    'm'],    ['Bam    Margera',    'm'],    ['Tabrez    Noorani',    'm'],    ['Trip    Taylor',    'NULL'],    ['Van    Toffler',    'm'],    ['Jeff    Tremaine',    'm']]  "	-1.5	-1.5	0	0	0	0
