Title	IMDB	Budget	Dom Box Office	Intl Box Office	Score	Year	Writers	Directors	Producers	Female Char %	Female Talk %	Female Writer %	Female Director %	Female Producer %	Overall Female Production %	Genre
 The Man from U.N.C.L.E. 	1638355	-6	-4	109445109	3	2015	" [['Guy Ritchie', 'm'], ['Lionel Wigram', 'm'], ['Jeff Kleeman', 'm'], ['David C. Wilson', 'm'], ['Sam Rolfe', 'm']] "	" [['Guy Ritchie', 'm']] "	" [['Steve Clark-Hall', 'm'], ['John Davis', 'm'], ['David Dobkin', 'm'], ['Max Keene', 'm'], ['Jeff Kleeman', 'm'], ['Steven Mnuchin', 'm'], ['Mark Mostyn', 'm'], ['Guy Ritchie', 'm'], ['Lionel Wigram', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
 The Overnight 	3844362	200000	1109808	1165996	3	2015	" [['Patrick Brice', 'm']] "	" [['Patrick Brice', 'm']] "	" [['Jay Duplass', 'm'], ['Mark Duplass', 'm'], ['Adam Scott', 'm'], ['Naomi Scott', 'f']] "	-1.5	-1.5	0	0	0.25	0.166666667	Comedy
 The Perfect Guy 	3862750	18000000	57017904	60264805	2	2015	" [['Alan B. McElroy', 'm'], ['Tyger Williams', 'm']] "	" [['David M. Rosenthal', 'm']] "	" [['Glenn S. Gainor', 'm'], ['Tommy Oliver', 'm'], ['Wendy Rhoads', 'f'], ['Nicole Rocklin', 'f'], ['Valerie Bleth Sharp', 'NULL'], ['Darryl Taja', 'NULL']] "	-1.5	-1.5	0	0	0.333333333	0.222222222	Thriller/Suspense
 The SpongeBob Movie: Sponge Out of Water 	2279373	74000000	-12	311594032	2	2015	" [['Glenn Berger', 'm'], ['Jonathan Aibel', 'm'], ['Stephen Hillenburg', 'm'], ['Paul Tibbitt', 'm']] "	" [['Paul Tibbitt', 'm'], ['Mike Mitchell', 'm']] "	" [['Cale Boyter', 'NULL'], ['Stephen Hillenburg', 'm'], ['Nan Morales', 'f'], ['Lori J. Nelson', 'NULL'], ['Mary Parent', 'f'], ['Craig Sost', 'm'], ['Paul Tibbitt', 'm']] "	-1.5	-1.5	0	0	0.285714286	0.153846154	Comedy
 The Wedding Ringer 	884732	23000000	64460211	80171596	3	2015	" [['Jeremy Garelick', 'm'], ['Jay Lavender', 'm']] "	" [['Jeremy Garelick', 'm']] "	" [['Zanne Devine', 'f'], ['Adam Fields', 'm'], ['Glenn S. Gainor', 'm'], ['Jeremy Garelick', 'm'], ['Jay Lavender', 'm'], ['William Packer', 'm'], ['Valerie Bleth Sharp', 'NULL'], ['Ben Waisbren', 'm']] "	-1.5	-1.5	0	0	0.125	0.090909091	Comedy
 True Story 	2273657	-5	4719695	5894210	1	2015	" [['Rupert Goold', 'm'], ['David Kajganich', 'm'], ['Michael Finkel', 'm']] "	" [['Rupert Goold', 'm']] "	" [['Sarah Esberg', 'f'], ['Dede Gardner', 'f'], ['Anthony Katagas', 'm'], ['Jeremy Kleiner', 'm'], ['Arnon Milchan', 'm'], ['Brad Pitt', 'm']] "	-1.5	-1.5	0	0	0.333333333	0.2	Drama
Aloha	1243974	37000000	21052030	24935799	3	2015	" [['Cameron Crowe', 'm']] "	" [['Cameron Crowe', 'm']] "	" [['Eli Bush', 'm'], ['Cameron Crowe', 'm'], ['Andy Fischer', 'm'], ['Ilona Herzberg', 'f'], ['Scott Rudin', 'm'], ['Jason Sack', 'm'], ['Ben Waisbren', 'm']] "	-1.5	-1.5	0	0	0.142857143	0.111111111	Drama
Ant-Man	478970	130000000	180202163	518602163	2	2015	" [['Edgar Wright', 'm'], ['Joe Cornish', 'm'], ['Adam McKay', 'm'], ['Paul Rudd', 'm'], ['Stan Lee', 'm'], ['Larry Lieber', 'm'], ['Jack Kirby', 'm']] "	" [['Peyton Reed', 'm']] "	" [['Victoria Alonso', 'f'], [""""Louis D'Esposito"""", 'm'], ['Kevin Feige', 'm'], ['Alan Fine', 'm'], ['David J. Grant', 'm'], ['Michael Grillo', 'm'], ['Stan Lee', 'm'], ['Brad Winderbaum', 'm'], ['Edgar Wright', 'm']] "	-1.5	-1.5	0	0	0.111111111	0.058823529	Action
Chappie	1823672	49000000	31569268	105002056	1	2015	" [['Neill Blomkamp', 'm'], ['Terri Tatchell', 'f']] "	" [['Neill Blomkamp', 'm']] "	" [['James Bitonti', 'm'], ['Neill Blomkamp', 'm'], ['Victoria Burkhart', 'f'], ['Simon Kinberg', 'm'], ['Ben Waisbren', 'm']] "	-1.5	-1.5	0.5	0	0.2	0.25	Action
Cinderella	1661199	95000000	201151353	534551353	3	2015	" [['Chris Weitz', 'm']] "	" [['Kenneth Branagh', 'm']] "	" [['David Barron', 'm'], ['Simon Kinberg', 'm'], ['Tim Lewis', 'm'], ['Allison Shearmur', 'f'], ['Barry H. Waldman', 'm']] "	-1.5	-1.5	0	0	0.2	0.142857143	Drama
Entourage	1674771	30000000	32363404	46225326	2	2015	" [['Doug Ellin', 'm'], ['Rob Weiss', 'm']] "	" [['Doug Ellin', 'm']] "	" [['Wayne Carmona', 'm'], ['Doug Ellin', 'm'], ['Stephen Levinson', 'm'], ['Steven Mnuchin', 'm'], ['Ally Musika', 'f'], ['Mark Wahlberg', 'm'], ['Rob Weiss', 'm']] "	-1.5	-1.5	0	0	0.142857143	0.1	Comedy
Focus	2381941	65000000	53862963	154362963	1	2015	" [['Glenn Ficarra', 'm'], ['John Requa', 'm']] "	" [['Glenn Ficarra', 'm'], ['John Requa', 'm']] "	" [['Denise Di Novi', 'f'], ['Charlie Gogolak', 'm'], ['Stan Wlodkowski', 'm']] "	-1.5	-1.5	0	0	0.333333333	0.142857143	Romantic Comedy
Goosebumps	1051904	58000000	80069458	158905324	1	2015	" [['Darren Lemke', 'm'], ['Scott Alexander', 'm'], ['Larry Karaszewski', 'm'], ['R.L. Stine', 'm']] "	" [['Rob Letterman', 'm']] "	" [['Bill Bannerman', 'm'], ['Greg Baxter', 'm'], ['Bruce Berman', 'm'], ['Elizabeth Cantillon', 'f'], ['Deborah Forte', 'f'], ['Tania Landau', 'f'], ['Hannah Minghella', 'f'], ['Neal H. Moritz', 'm'], ['Ben Waisbren', 'm']] "	-1.5	-1.5	0	0	0.444444444	0.285714286	Horror
Home	2224026	130000000	177397510	386069390	3	2015	" [['Tom J. Astle', 'm'], ['Matt Ember', 'm'], ['Adam Rex', 'm']] "	" [['Tim Johnson', 'm']] "	" [['Suzanne Buirgy', 'f'], ['Christopher Jenkins', 'm'], ['Mireille Soria', 'f']] "	-1.5	-1.5	0	0	0.666666667	0.285714286	Adventure
Insurgent	2908446	-6	-4	130179072	3	2015	" [['Brian Duffield', 'm'], ['Akiva Goldsman', 'm'], ['Mark Bomback', 'm'], ['Veronica Roth', 'f']] "	" [['Robert Schwentke', 'm']] "	" [['Tina Anderson', 'f'], ['Neil Burger', 'm'], ['Lucy Fisher', 'f'], ['David Hoberman', 'm'], ['Todd Lieberman', 'm'], ['Charlie Morrison', 'NULL'], ['Veronica Roth', 'f'], ['Pouya Shahbazian', 'NULL'], ['Barry H. Waldman', 'm'], ['Douglas Wick', 'm'], ['John Wildermuth', 'm']] "	-1.5	-1.5	0.25	0	0.272727273	0.25	&&&&
Spy	3079380	-6	-4	236400000	3	2015	" [['Paul Feig', 'm']] "	" [['Paul Feig', 'm']] "	" [['Peter Chernin', 'm'], ['Paul Feig', 'm'], ['Jessie Henderson', 'NULL'], ['John J. Kelly', 'm'], ['Mike Larocca', 'm'], ['Jenno Topping', 'f']] "	-1.5	-1.5	0	0	0.166666667	0.125	&&&&
Tangerine	3824458	-5	702354	900470	3	2015	" [['Sean Baker', 'm'], ['Chris Bergoch', 'm']] "	" [['Sean Baker', 'm']] "	" [['Sean Baker', 'm'], ['Chris Bergoch', 'm'], ['Radium Cheung', 'm'], ['Kevin Chinoy', 'm'], ['Karrie Cox', 'f'], ['Marcus Cox', 'm'], ['Darren Dean', 'm'], ['Jay Duplass', 'm'], ['Mark Duplass', 'm'], ['Francesca Silvestri', 'f'], ['Shih-Ching Tsou', 'f']] "	-1.5	-1.5	0	0	0.272727273	0.214285714	Comedy
Tomorrowland	1964418	170000000	93436322	207283457	3	2015	" [['Damon Lindelof', 'm'], ['Brad Bird', 'm'], ['Jeff Jensen', 'm']] "	" [['Brad Bird', 'm']] "	" [['Bernard Bellew', 'm'], ['Brad Bird', 'm'], ['Jeffrey Chernov', 'm'], ['Damon Lindelof', 'm'], ['Brigham Taylor', 'NULL'], ['John Walker', 'm']] "	-1.5	-1.5	0	0	0	0	Adventure
Trainwreck	3152624	35000000	110038130	140949327	3	2015	" [['Amy Schumer', 'f']] "	" [['Judd Apatow', 'm']] "	" [['Judd Apatow', 'm'], ['Joshua Church', 'm'], ['David B. Householter', 'm'], ['Barry Mendel', 'm']] "	-1.5	-1.5	1	0	0	0.166666667	Comedy
Babe	112431	46529508.3	98733926.04	381697066.4	3	1995				-5	-5	-5	-5	-5	-5	Adventure
Desperado	112851	10856885.27	39600315.31	39600315.31	1	1995				-5	-5	-5	-5	-5	-5	Action
Othello	114057	17060819.71	4411585.21	4411585.21	2	1995				-5	-5	-5	-5	-5	-5	Drama
Party Girl	114095	-7.75491805	732638.1279	732638.1279	3	1995				-5	-5	-5	-5	-5	-5	Romantic Comedy
Village of the Damned	114852	-7.75491805	13539955.08	13539955.08	3	1995				-5	-5	-5	-5	-5	-5	Horror
Eraser	116213	150941289	152896827	353806381.4	3	1996				-5	-5	-5	-5	-5	-5	Action
Michael	117038	-7.54706445	143915077.7	180744752.2	3	1996				-5	-5	-5	-5	-5	-5	Comedy
Sleepers	117665	66414167.16	80452993.06	249960060.6	1	1996				-5	-5	-5	-5	-5	-5	Drama
The House of Yes	119324	-7.3775733	910987.1776	910987.1776	3	1997				-5	-5	-5	-5	-5	-5	Comedy
Celebrity	120533	17412883.44	7369509.551	8996656.444	3	1998				-5	-5	-5	-5	-5	-5	Comedy
Last Night	156729	-7.2553681	857823.9366	857823.9366	1	1998				-5	-5	-5	-5	-5	-5	Drama
The Waterboy	120484	33374693.26	234336267.4	275982080.3	2	1998				-5	-5	-5	-5	-5	-5	Comedy
The Hurricane	174856	54079121.64	72151853.19	105249698.8	2	1999				-5	-5	-5	-5	-5	-5	Drama
The World is Not Enough	143145	192123195.3	180639436.9	514791483.2	2	1999				-5	-5	-5	-5	-5	-5	Action
Dinosaur	130623	174924231.9	188984110.7	488619030.3	3	2000				-5	-5	-5	-5	-5	-5	Adventure
Finding Forrester	181536	58994054.68	71024208.74	109775070.9	2	2000				-5	-5	-5	-5	-5	-5	Drama
Hanging Up	162983	54878190.4	49442380.79	71160169.46	3	2000				-5	-5	-5	-5	-5	-5	Comedy
How High	278488	15945505.56	41399096.83	41488072.76	1	2001				-5	-5	-5	-5	-5	-5	Comedy
The Mummy Returns	209163	130221628.7	268426162.2	578078253.1	3	2001				-5	-5	-5	-5	-5	-5	Adventure
Not Another Teen Movie	277371	19931881.95	50338035.63	82918413.48	3	2001				-5	-5	-5	-5	-5	-5	Comedy
Recess: Schools Out	265632	13287921.3	48762367.21	59066763.5	3	2001				-5	-5	-5	-5	-5	-5	Comedy
Naqoyqatsi	145937	-6.573791	173582.2661	173582.2661	0	2002				-5	-5	-5	-5	-5	-5	
The Scorpion King	277296	78885492	119090797.8	218106071.4	0	2002				-5	-5	-5	-5	-5	-5	Action
Sweet Home Alabama	256415	49960811.6	-15.7770984	239766029	1	2002				-5	-5	-5	-5	-5	-5	Comedy
Unfaithful	250797	65737910	69356749.08	156606757.7	3	2002				-5	-5	-5	-5	-5	-5	Drama
Brother Bear	328880	-6.4378062	109875682.6	322402499.3	0	2003				-5	-5	-5	-5	-5	-5	Adventure
Chicken Little	371606	72964010.4	164639233.9	377034012.1	1	2005				-5	-5	-5	-5	-5	-5	Adventure
Elektra	357277	79044344.6	29683853.5	68597992.38	3	2005				-5	-5	-5	-5	-5	-5	Action
Enron: The Smartest Guys in the Room	1016268	-6.0803342	4951459.352	5968187.3	1	2005				-5	-5	-5	-5	-5	-5	Documentary
Four Brothers	430105	36482005.2	90590146.5	112479349.6	1	2005				-5	-5	-5	-5	-5	-5	Drama
Monster-in-Law	369735	54723007.8	100850005.1	189622884.5	0	2005				-5	-5	-5	-5	-5	-5	Comedy
The Perfect Man	380623	12160668.4	20107671.28	23755871.8	3	2005				-5	-5	-5	-5	-5	-5	Romantic Comedy
Step Up	462590	13988664.36	-13.98866436	129382505.4	3	2006				-5	-5	-5	-5	-5	-5	Drama
Madeas Family Reunion	455612	11657220.3	73741174.23	73814126.28	0	2006				-5	-5	-5	-5	-5	-5	Comedy
Awake	211933	9762877.208	16317428.89	37426611.88	3	2007				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Epic Movie	799949	22704365.6	45112855.85	98603445.52	3	2007				-5	-5	-5	-5	-5	-5	Comedy
The Last Mimzy	768212	-5.6760914	24374325.05	31240859.69	3	2007				-5	-5	-5	-5	-5	-5	Adventure
Nancy Drew	479500	22704365.6	29044202.1	34855566.11	3	2007				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Shotgun Stories	952682	283804.57	52249.55656	322599.5195	3	2007				-5	-5	-5	-5	-5	-5	Drama
Smiley Face	780608	-5.6760914	10667.64618	10667.64618	3	2007				-5	-5	-5	-5	-5	-5	Comedy
The Boy in the Striped Pajamas	914798	13511699.38	9778315.23	47651335.1	3	2008				-5	-5	-5	-5	-5	-5	Drama
Rambo	462499	51344457.63	46214449.1	121296720.7	0	2008				-5	-5	-5	-5	-5	-5	Action
Tinker Bell	823671	-5.40467975	-12.9712314	2623612.067	3	2008				-5	-5	-5	-5	-5	-5	Adventure
What Doesnt Kill You	1133991	-5.40467975	-12.9712314	49042.06405	1	2008				-5	-5	-5	-5	-5	-5	Drama
The X-Files: I Want to Believe	443701	37832758.25	22680714.79	73688259.81	3	2008				-5	-5	-5	-5	-5	-5	Action
Land of the Lost	457400	109658172	54213212.81	76265768.37	0	2009				-5	-5	-5	-5	-5	-5	Comedy
Tinker Bell and the Lost Treasure	1216516	-5.4829086	-13.15898064	335423.5131	3	2009				-5	-5	-5	-5	-5	-5	
And Soon the Darkness	1391034	-5.42575645	-13.02181548	94286.62529	3	2010				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Ca$h	1106860	7596059.03	50446.51317	50446.51317	0	2010				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Flipped	817177	15192118.06	1904670.566	1904670.566	3	2010				-5	-5	-5	-5	-5	-5	Romantic Comedy
My Soul to Take	872230	27128782.25	15999942.66	18151835.65	3	2010				-5	-5	-5	-5	-5	-5	Horror
Tinker Bell and the Great Fairy Rescue	1216515	-5.42575645	-13.02181548	7643405.266	3	2010				-5	-5	-5	-5	-5	-5	Adventure
Faces in the Crowd	1536410	-5.2392988	-12.57431712	2178156.743	3	2011				-5	-5	-5	-5	-5	-5	Thriller/Suspense
One Day	1563738	15717896.4	14506330.56	62000491.4	1	2011				-5	-5	-5	-5	-5	-5	Drama
Unknown	1401152	41914390.4	66734412.68	142637901.1	1	2011				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Electrick Children	2139843	-5.15354415	-12.36850596	103822.2697	3	2012				-5	-5	-5	-5	-5	-5	Drama
Gambit	404978	-5.15354415	-12.36850596	14650871.52	1	2012				-5	-5	-5	-5	-5	-5	Comedy
Jackie	2108546	-5.15354415	-12.36850596	1856481.823	3	2012				-5	-5	-5	-5	-5	-5	Drama
Liberal Arts	1872818	-5.15354415	328977.5215	1179079.366	1	2012				-5	-5	-5	-5	-5	-5	Comedy
One for the Money	598828	43289770.86	27225686.22	37308795.31	3	2012				-5	-5	-5	-5	-5	-5	Comedy
The Pact	2040560	-5.15354415	-12.36850596	5982825.676	3	2012				-5	-5	-5	-5	-5	-5	Horror
Project X	1636826	12368505.96	56412616.54	106192063.1	1	2012				-5	-5	-5	-5	-5	-5	Comedy
The Tall Man	1658837	-5.15354415	-12.36850596	6978713.039	3	2012				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Vamps	1545106	16491341.28	3464.212378	97723.56559	3	2012				-5	-5	-5	-5	-5	-5	Romantic Comedy
Behind the Candelabra	1291580	-5.0646884	-12.15525216	2601527.844	1	2013				-5	-5	-5	-5	-5	-5	Drama
Concussion	2296697	-5.0646884	38857.30234	38857.30234	3	2013				-5	-5	-5	-5	-5	-5	Drama
Is the Man Who Is Tall Happy?	1817287	-5.0646884	134122.0653	134122.0653	0	2013				-5	-5	-5	-5	-5	-5	Documentary
Maidentrip	2555268	-5.0646884	69125.9061	69125.9061	3	2013				-5	-5	-5	-5	-5	-5	Documentary
My Little Pony: Equestria Girls	2908228	-5.0646884	-12.15525216	212891.1381	3	2013				-5	-5	-5	-5	-5	-5	Adventure
The Numbers Station	1659338	-5.0646884	-12.15525216	36679.48633	1	2013				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Only Lovers Left Alive	1714915	-5.0646884	-12.15525216	2622061.103	3	2013				-5	-5	-5	-5	-5	-5	Drama
Open Road	1922679	3038813.04	-12.15525216	48083.13873	3	2013				-5	-5	-5	-5	-5	-5	Thriller/Suspense
The Selfish Giant	2304426	-5.0646884	21928.0749	725126.6323	1	2013				-5	-5	-5	-5	-5	-5	Drama
The Starving Games	2403029	-5.0646884	-12.15525216	178899.9884	3	2013				-5	-5	-5	-5	-5	-5	Comedy
Upstream Color	2084989	-5.0646884	449843.5978	592448.0032	0	2013				-5	-5	-5	-5	-5	-5	Drama
Barbie and the Secret Door	3921852	-4.9618617	-11.90846808	1607289.906	3	2014				-5	-5	-5	-5	-5	-5	Adventure
Comet	2965412	-4.9618617	7139.126614	7139.126614	1	2014				-5	-5	-5	-5	-5	-5	Romantic Comedy
Good People	1361318	-4.9618617	-11.90846808	980894.5615	3	2014				-5	-5	-5	-5	-5	-5	Drama
Grace of Monaco	2095649	29771170.2	-11.90846808	25007674.8	3	2014				-5	-5	-5	-5	-5	-5	Drama
Innocence	1724965	-4.9618617	290590.4381	290590.4381	3	2014				-5	-5	-5	-5	-5	-5	Action
Life Partners	2870808	-4.9618617	8201.95739	8201.95739	3	2014				-5	-5	-5	-5	-5	-5	Comedy
Not Cool	3569356	793897.872	35415.78407	35415.78407	3	2014				-5	-5	-5	-5	-5	-5	Comedy
The Pirate Fairy	2483260	-4.9618617	-11.90846808	26924816.1	3	2014				-5	-5	-5	-5	-5	-5	Adventure
Rosewater	2752688	9923723.4	3105074.502	3144687.029	1	2014				-5	-5	-5	-5	-5	-5	Drama
They Came Together	2398249	2977117.02	-11.90846808	82148.58231	3	2014				-5	-5	-5	-5	-5	-5	Comedy
The 33	2006295	25000000	12227722	28400715	3	2015				-5	-5	-5	-5	-5	-5	Drama
After the Ball	3717016	-5	161820	161820	3	2015				-5	-5	-5	-5	-5	-5	Romantic Comedy
Anguish	3620762	-5	-12	490	3	2015				-5	-5	-5	-5	-5	-5	Horror
Blackhat	2717822	70000000	7889395	19548419	1	2015				-5	-5	-5	-5	-5	-5	Thriller/Suspense
By the Sea	3707106	20000000	538460	3727746	3	2015				-5	-5	-5	-5	-5	-5	Drama
Captive	3268668	2000000	2583301	2791973	3	2015				-5	-5	-5	-5	-5	-5	Drama
Concussion	3322364	35000000	34531832	50363790	1	2015				-5	-5	-5	-5	-5	-5	Drama
Creed	3076658	37000000	109767581	173567581	2	2015				-5	-5	-5	-5	-5	-5	Drama
The Danish Girl	810819	-5	11114018	66545239	3	2015				-5	-5	-5	-5	-5	-5	Drama
Everest	2719848	65000000	43309450	221662676	2	2015				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Experimenter	3726704	-5	155575	239248	2	2015				-5	-5	-5	-5	-5	-5	Drama
The Good Dinosaur	1979388	187500000	123087120	334342692	3	2015				-5	-5	-5	-5	-5	-5	Adventure
Harbinger Down	3397918	-5	-12	60420	3	2015				-5	-5	-5	-5	-5	-5	Horror
The Hateful Eight	3460252	62000000	54117416	145443360	3	2015				-5	-5	-5	-5	-5	-5	Western
The Hunger Games: Mockingjay - Part 2	1951266	160000000	281723902	650523427	3	2015				-5	-5	-5	-5	-5	-5	Thriller/Suspense
In the Heart of the Sea	1390411	100000000	25020758	90420758	1	2015				-5	-5	-5	-5	-5	-5	Adventure
The Intern	2361509	40000000	75764672	197232734	3	2015				-5	-5	-5	-5	-5	-5	Comedy
Jem and the Holograms	3614530	5000000	2184640	2368937	3	2015				-5	-5	-5	-5	-5	-5	Musical
Just Jim	3291148	-5	-12	13507	1	2015				-5	-5	-5	-5	-5	-5	Black Comedy
Krampus	3850590	15000000	42725475	61788393	3	2015				-5	-5	-5	-5	-5	-5	Black Comedy
The Lady in the Van	3722070	-5	-12	41516445	3	2015				-5	-5	-5	-5	-5	-5	Drama
Last Knights	2493486	-5	-12	649335	1	2015				-5	-5	-5	-5	-5	-5	Action
The Last Witch Hunter	1618442	80000000	27367660	131234406	3	2015				-5	-5	-5	-5	-5	-5	Action
The Longest Ride	2726560	34000000	37446117	63802928	3	2015				-5	-5	-5	-5	-5	-5	Drama
Love the Coopers	2279339	18000000	26302731	42167286	3	2015				-5	-5	-5	-5	-5	-5	Comedy
Macbeth	2884018	-5	1110707	13143976	1	2015				-5	-5	-5	-5	-5	-5	Drama
Madame Bovary	2334733	-5	44234	708105	2	2015				-5	-5	-5	-5	-5	-5	Drama
Max	3369806	20000000	42656255	43658157	3	2015				-5	-5	-5	-5	-5	-5	Adventure
The Peanuts Movie	2452042	99000000	130178411	250474038	3	2015				-5	-5	-5	-5	-5	-5	Comedy
Point Break	2058673	100000000	28782481	128131571	0	2015				-5	-5	-5	-5	-5	-5	Action
Queen of Earth	3993894	-5	86616	132387	3	2015				-5	-5	-5	-5	-5	-5	Drama
The Second Best Exotic Marigold Hotel	2555736	10000000	33078266	90384306	3	2015				-5	-5	-5	-5	-5	-5	Comedy
Sisters	1850457	30000000	87044645	106030660	3	2015				-5	-5	-5	-5	-5	-5	Comedy
Slow Learners	2537390	-5	22930	22930	3	2015				-5	-5	-5	-5	-5	-5	Romantic Comedy
Spectre	2379713	300000000	-12	879620923	1	2015				-5	-5	-5	-5	-5	-5	Action
Survivor	3247714	20000000	-12	774905	3	2015				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Survivor	3247714	-5	-12	12772	3	2015				-5	-5	-5	-5	-5	-5	Action
Vacation	1524930	31000000	58884188	100655892	3	2015				-5	-5	-5	-5	-5	-5	Comedy
Victor Frankenstein	1976009	40000000	5775076	33175076	0	2015				-5	-5	-5	-5	-5	-5	Thriller/Suspense
The Visit	3567288	5000000	65112020	98595211	3	2015				-5	-5	-5	-5	-5	-5	Thriller/Suspense
The Walk	3488710	35000000	10137502	61173364	1	2015				-5	-5	-5	-5	-5	-5	Drama
Z for Zachariah	1598642	-5	121461	358263	0	2015				-5	-5	-5	-5	-5	-5	Thriller/Suspense
10 Cloverfield Lane	1179933	4906791.2	70739245.03	106267772.5	3	2016				-5	-5	-5	-5	-5	-5	Thriller/Suspense
20th Century Women	4385888	-4.9067912	5559161.848	6360962.933	3	2016				-5	-5	-5	-5	-5	-5	Drama
The 5th Wave	2304933	37291613.12	34262142.57	108615391.4	2	2016				-5	-5	-5	-5	-5	-5	Action
The Accountant	2140479	39254329.6	84652005.94	150206736.4	2	2016				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Alice Through the Looking Glass	2567026	166830900.8	75606175.42	272270366.7	3	2016				-5	-5	-5	-5	-5	-5	Adventure
Always Shine	4392770	-4.9067912	15839.12199	15839.12199	3	2016				-5	-5	-5	-5	-5	-5	Thriller/Suspense
American Honey	3721936	-4.9067912	650882.9086	2012439.939	3	2016				-5	-5	-5	-5	-5	-5	Drama
Approaching the Unknown	2674430	-4.9067912	10041.25751	10041.25751	0	2016				-5	-5	-5	-5	-5	-5	Drama
Arrival	2543164	46123837.28	98671782.01	194893631.6	3	2016				-5	-5	-5	-5	-5	-5	Drama
Assassins Creed	2094766	122669780	53629214.07	236014643	1	2016				-5	-5	-5	-5	-5	-5	Action
Bad Moms	4651520	19627164.8	111145981.7	178074613.6	3	2016				-5	-5	-5	-5	-5	-5	Comedy
Batman: Return of the Caped Crusaders	5973626	-4.9067912	-11.77629888	56274.02556	1	2016				-5	-5	-5	-5	-5	-5	Adventure
Batman: The Killing Joke	4853102	-4.9067912	3704627.356	4279740.576	1	2016				-5	-5	-5	-5	-5	-5	Action
Batman v Superman: Dawn of Justice	2975590	245339560	324201698.5	851976160	2	2016				-5	-5	-5	-5	-5	-5	Action
The BFG	3691740	137390153.6	54449454.88	151237873	3	2016				-5	-5	-5	-5	-5	-5	Adventure
The Boss	2702724	28459388.96	61901683.27	77186175.93	3	2016				-5	-5	-5	-5	-5	-5	Comedy
The Boy	3882082	9813582.4	35151816.43	66949193.39	3	2016				-5	-5	-5	-5	-5	-5	Horror
Bridget Joness Baby	1473832	34347538.4	23689796.55	199760933	3	2016				-5	-5	-5	-5	-5	-5	Romantic Comedy
Captain America: Civil War	3498820	245339560	400476938.5	1130214926	3	2016				-5	-5	-5	-5	-5	-5	Action
Captain Fantastic	3553976	-4.9067912	5770224.527	14627106.29	3	2016				-5	-5	-5	-5	-5	-5	Drama
Central Intelligence	1489889	49067912	125065148.9	213147880.2	2	2016				-5	-5	-5	-5	-5	-5	Comedy
Certain Women	4468634	-4.9067912	1048143.594	1109392.124	3	2016				-5	-5	-5	-5	-5	-5	Drama
Christine	4666726	-4.9067912	292959.9686	307597.9081	3	2016				-5	-5	-5	-5	-5	-5	Drama
"Crouching Tiger, Hidden Dragon: Sword of Destiny"	2652118	-4.9067912	-11.77629888	38430252.66	3	2016				-5	-5	-5	-5	-5	-5	Action
Deadpool	1431045	56918777.92	356302432	786096654	1	2016				-5	-5	-5	-5	-5	-5	Action
Deepwater Horizon	1860357	153091885.4	60288297.93	111493744.6	2	2016				-5	-5	-5	-5	-5	-5	Drama
The Divergent Series: Allegiant	3410834	107949406.4	64950263.81	168287286.5	3	2016				-5	-5	-5	-5	-5	-5	Action
Doctor Strange	1211837	161924109.6	228305065.2	664911346.1	1	2016				-5	-5	-5	-5	-5	-5	Adventure
Dont Breathe	4160708	9813582.4	87554696.79	155236224.8	3	2016				-5	-5	-5	-5	-5	-5	Horror
The Eagle Huntress	3882074	-4.9067912	3109594.526	4202743.209	1	2016				-5	-5	-5	-5	-5	-5	Documentary
Eddie the Eagle	1083452	22571239.52	15495047	44280038.85	2	2016				-5	-5	-5	-5	-5	-5	Drama
The Edge of Seventeen	1878870	8832224.16	14162601.96	18360605.21	2	2016				-5	-5	-5	-5	-5	-5	Drama
Elvis & Nixon	2093991	-4.9067912	1035611.649	1416379.627	2	2016				-5	-5	-5	-5	-5	-5	Drama
Equity	3958780	-4.9067912	1575534.344	1640979.162	3	2016				-5	-5	-5	-5	-5	-5	Drama
Everybody Wants Some	2937696	9813582.4	3336890.834	4522741.56	0	2016				-5	-5	-5	-5	-5	-5	Comedy
Fantastic Beasts and Where to Find Them	3183660	176644483.2	229674702.7	788814126.2	3	2016				-5	-5	-5	-5	-5	-5	Adventure
Fences	2671706	-4.9067912	56607593.15	60416852.92	3	2016				-5	-5	-5	-5	-5	-5	Drama
Finding Dory	2277860	196271648	477230155.9	1003553988	3	2016				-5	-5	-5	-5	-5	-5	Adventure
The Finest Hours	2025690	68695076.8	27055612.92	47298770.4	3	2016				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Florence Foster Jenkins	4136084	28459388.96	26873288.33	43442414.26	3	2016				-5	-5	-5	-5	-5	-5	Drama
The Forest	3387542	9813582.4	26098497.17	39308735.12	3	2016				-5	-5	-5	-5	-5	-5	Thriller/Suspense
Free State of Jones	1124037	49067912	20422100.3	22720466.82	2	2016				-5	-5	-5	-5	-5	-5	Drama
