person1	 person1  average 	person2	 person  2  average 	 shared  movies 	 number  of  shared  movies 	 collaboration  average 
 Arnon  Milchan 	2.1162790697674425	 David  Kajganich 	1	 ['  True    Story  '] 	1	1.0
 Arnon  Milchan 	2.1162790697674425	 Michael  Finkel 	1	 ['  True    Story  '] 	1	1.0
 Arnon  Milchan 	2.1162790697674425	 Sarah  Esberg 	1	 ['  True    Story  '] 	1	1.0
 Arnon  Milchan 	2.1162790697674425	 Gabrielle  Allan 	3	 ["  What's    Your    Number  "] 	1	3.0
 Arnon  Milchan 	2.1162790697674425	 Jennifer  Crittenden 	3	 ["  What's    Your    Number  "] 	1	3.0
 Arnon  Milchan 	2.1162790697674425	 Karyn  Bosnak 	3	 ["  What's    Your    Number  "] 	1	3.0
 Arnon  Milchan 	2.1162790697674425	 Mark  Mylod 	3	 ["  What's    Your    Number  "] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Jennifer  Gibgot 	2.923076923076923	 ['  17    Again  ',  'Hairspray',  '  Rock    of    Ages  '] 	3	3.0
 Toby  Emmerich 	2.2222222222222223	 Keith  Goldberg 	2.0	 ['  17    Again  ',  'Cellular',  '  The    Number    23  '] 	3	2.3333333333333335
 Toby  Emmerich 	2.2222222222222223	 Mark  Kaufman 	2.75	 ['  Take    the    Lead  ',  '  Raise    Your    Voice  ',  'Hairspray',  '  Secondhand    Lions  ',  "  My    Sister's    Keeper  ",  '  17    Again  ',  '  Four    Christmases  '] 	7	2.7142857142857144
 Toby  Emmerich 	2.2222222222222223	 Adam  Shankman 	2.9411764705882355	 ['  17    Again  ',  'Hairspray',  '  Rock    of    Ages  '] 	3	3.0
 Toby  Emmerich 	2.2222222222222223	 Dara  Weintraub 	2.2857142857142856	 ['  17    Again  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Neal  H.  Moritz 	2.0322580645161294	 ['  Jack    the    Giant    Slayer  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Jon  Lucas 	1.5714285714285714	 ['  Four    Christmases  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Scott  Moore 	1.5714285714285714	 ['  Four    Christmases  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Ken  Halsband 	1.8571428571428572	 ['  Dear    John  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Tucker  Tooley 	1.9545454545454546	 ['  Dear    John  ',  "  We're    the    Millers  "] 	2	1.5
 Toby  Emmerich 	2.2222222222222223	 Tobey  Maguire 	2.25	 ['  Rock    of    Ages  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Gary  Barber 	1.8437500000000002	 ['  Four    Christmases  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Roger  Birnbaum 	2.0	 ['  Four    Christmases  ',  '  Rush    Hour    3  '] 	2	2.0
 Toby  Emmerich 	2.2222222222222223	 Jonathan  Glickman 	2.15	 ['  Four    Christmases  ',  '  Rush    Hour    3  '] 	2	2.0
 Toby  Emmerich 	2.2222222222222223	 Mike  Richardson 	1.625	 ['  Son    of    the    Mask  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Alex  Garcia 	1.25	 ['  Jack    the    Giant    Slayer  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Stephen  Jones 	1.6666666666666667	 ['  Son    of    the    Mask  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Chris  Morgan 	2.4444444444444446	['Cellular']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Walter  Hamada 	2.4	 ['  The    Incredible    Burt    Wonderstone  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Eric  McLeod 	1.6923076923076923	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Nancy  Juvonen 	2.875	 ["  He's    Just    Not    That    Into    You  "] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Jay  Roach 	1.6	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Mason  Novick 	2.375	 ['  The    Incredible    Burt    Wonderstone  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Samuel  Hadida 	2.15	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Joel  Schumacher 	1.4166666666666667	 ['  The    Number    23  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 David  Cronenberg 	3.0	 ['  A    History    of    Violence  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 John  Waters 	3.0	['Hairspray']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Merideth  Finn 	2.75	 ["  My    Sister's    Keeper  ",  '  Hall    Pass  '] 	2	2.5
 Toby  Emmerich 	2.2222222222222223	 Mark  Ordesky 	2.272727272727273	 ['  The    Golden    Compass  ',  'Inkheart',  '  The    New    World  '] 	3	3.0
 Toby  Emmerich 	2.2222222222222223	 Ann  Ruark 	2.4285714285714284	 ['  Be    Kind    Rewind  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Wyck  Godfrey 	2.05	 ['  Dear    John  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 John  Wagner 	3.0	 ['  A    History    of    Violence  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Vince  Locke 	3	 ['  A    History    of    Violence  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Josh  Olson 	3	 ['  A    History    of    Violence  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Kent  Alterman 	2.5	 ['  Little    Children  ',  '  After    the    Sunset  ',  '  Son    of    the    Mask  ',  '  A    History    of    Violence  '] 	4	2.5
 Toby  Emmerich 	2.2222222222222223	 Chris  Bender 	2.2142857142857144	 ['  The    Butterfly    Effect  ',  "  We're    the    Millers  ",  '  The    Incredible    Burt    Wonderstone  ',  '  A    History    of    Violence  '] 	4	2.25
 Toby  Emmerich 	2.2222222222222223	 Cale  Boyter 	2.0	 ['  Shut    em    up  ',  '  The    Butterfly    Effect  ',  '  Journey    to    the    Center    of    the    Earth  ',  '  Wedding    Crashers  ',  '  A    History    of    Violence  '] 	5	2.0
 Toby  Emmerich 	2.2222222222222223	 Josh  Braun 	2.3333333333333335	 ['  A    History    of    Violence  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Justis  Greene 	2.0	 ['  Final    Destination    2  ',  '  Snakes    on    a    Plane  ',  '  A    History    of    Violence  '] 	3	3.0
 Toby  Emmerich 	2.2222222222222223	 Roger  Kass 	3.0	 ['  A    History    of    Violence  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 J.C.  Spink 	2.1538461538461537	 ['  The    Butterfly    Effect  ',  "  We're    the    Millers  ",  '  The    Incredible    Burt    Wonderstone  ',  '  A    History    of    Violence  '] 	4	2.25
 Toby  Emmerich 	2.2222222222222223	 Jake  Weiner 	2.3333333333333335	 ['  The    Incredible    Burt    Wonderstone  ',  '  A    History    of    Violence  '] 	2	2.0
 Toby  Emmerich 	2.2222222222222223	 Mark  Johnson 	2.7142857142857144	 ['  The    Notebook  ',  "  My    Sister's    Keeper  "] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Richard  Brener 	2.344827586206896	 ['  Final    Destination    2  ',  '  The    Incredible    Burt    Wonderstone  ',  '  Final    Destination    3  ',  '  Jack    the    Giant    Slayer  ',  'Cellular',  '  The    Butterfly    Effect  ',  '  Sex    and    the    city    2  ',  '  Austin    Powers    in    Goldmember  ',  '  Wedding    Crashers  ',  '  Hall    Pass  ',  '  Four    Christmases  ',  '  Horrible    Bosses  ',  "  We're    the    Millers  ",  '  Sex    and    the    City  ',  '  The    Number    23  '] 	15	2.2666666666666666
 Toby  Emmerich 	2.2222222222222223	 Mike  Drake 	2.0	 ['  The    Number    23  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Michael  Lynne 	2.0	 ['  The    Golden    Compass  ',  'Hairspray'] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Dave  Neustadter 	2.625	 ["  We're    the    Millers  ",  '  The    Incredible    Burt    Wonderstone  '] 	2	2.0
 Toby  Emmerich 	2.2222222222222223	 John  Rickard 	2.0	 ['  Hall    Pass  ',  '  Horrible    Bosses  ',  '  Jack    the    Giant    Slayer  '] 	3	1.6666666666666667
 Toby  Emmerich 	2.2222222222222223	 Robert  Shaye 	2.0	 ['  The    Golden    Compass  ',  'Hairspray'] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Andrew  Miano 	2.142857142857143	 ['  The    Golden    Compass  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Chris  Weitz 	2.4	 ['  The    Golden    Compass  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Samuel  J.  Brown 	2.6	 ["  Valentine's    Day  ",  "  New    Year's    Eve  ",  '  Horrible    Bosses  ',  '  Rock    of    Ages  '] 	4	3.0
 Toby  Emmerich 	2.2222222222222223	 Michael  Disco 	2.4166666666666665	 ['  Jack    the    Giant    Slayer  ',  "  Valentine's    Day  ",  "  New    Year's    Eve  ",  '  Journey    to    the    Center    of    the    Earth  ',  'Hairspray',  "  He's    Just    Not    That    Into    You  ",  '  Rock    of    Ages  ',  '  Four    Christmases  ',  '  Horrible    Bosses  '] 	9	2.4444444444444446
 Toby  Emmerich 	2.2222222222222223	 Nicholas  Sparks 	2.5714285714285716	 ['  The    Notebook  ',  '  Dear    John  '] 	2	1.5
 Toby  Emmerich 	2.2222222222222223	 Jennifer  Todd 	2.230769230769231	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Suzanne  Todd 	2.2857142857142856	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Paul  Weitz 	2.1333333333333333	 ['  The    Golden    Compass  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Paul  Zbyszewski 	3	 ['  After    the    Sunset  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Craig  Rosenberg 	3.0	 ['  After    the    Sunset  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Beau  Flynn 	2.3076923076923075	 ['  After    the    Sunset  ',  '  Journey    to    the    Center    of    the    Earth  ',  '  The    Number    23  '] 	3	1.6666666666666667
 Toby  Emmerich 	2.2222222222222223	 Patrick  J.  Palmer 	2.2	 ['  Blade    II  ',  '  Little    Children  ',  '  After    the    Sunset  '] 	3	2.3333333333333335
 Toby  Emmerich 	2.2222222222222223	 Jay  Stern 	2.6	 ['  Horrible    Bosses  ',  '  Rush    Hour    3  ',  '  After    the    Sunset  '] 	3	2.3333333333333335
 Toby  Emmerich 	2.2222222222222223	 Tripp  Vinson 	2.2	 ['  After    the    Sunset  ',  '  Journey    to    the    Center    of    the    Earth  ',  '  The    Number    23  '] 	3	1.6666666666666667
 Toby  Emmerich 	2.2222222222222223	 Lisa  Richardson 	2.5	 ['  The    Butterfly    Effect  '] 	1	2.0
 Toby  Emmerich 	2.2222222222222223	 Marc  S.  Fischer 	2.5	 ['  Hall    Pass  '] 	1	2.0
 Toby  Emmerich 	2.2222222222222223	 Terrence  Malick 	1.6666666666666667	 ['  The    New    World  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Stan  Lee 	1.8666666666666667	 ['  Blade    II  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Avi  Arad 	1.5	 ['  Blade    II  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Bill  Carraro 	1.875	 ['  The    Golden    Compass  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Art  Schaefer 	2.2	 ['  Final    Destination    3  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Craig  Perry 	2.4285714285714284	 ['  Final    Destination    2  ',  '  Final    Destination    3  '] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Warren  Zide 	2.4285714285714284	 ['  Final    Destination    2  ',  '  Final    Destination    3  '] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 J.B.  Rogers 	2.6666666666666665	 ['  Hall    Pass  '] 	1	2.0
 Toby  Emmerich 	2.2222222222222223	 Thomas  Meehan 	3.0	['Hairspray']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Robert  Knott 	1.0	['Appaloosa']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Ed  Harris 	1.0	['Appaloosa']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Robert  B.  Parker 	1	['Appaloosa']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Sam  Brown 	1.0	 ['  The    Incredible    Burt    Wonderstone  ',  'Appaloosa'] 	2	1.0
 Toby  Emmerich 	2.2222222222222223	 Caldecot  Chubb 	1.6666666666666667	['Appaloosa']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Michael  London 	1.9	['Appaloosa']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Ginger  Sledge 	2.0	['Appaloosa']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Bryan  Singer 	1.4761904761904763	 ['  Jack    the    Giant    Slayer  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Don  Murphy 	2.1818181818181817	 ['  Shut    em    up  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Jules  Verne 	1.0	 ['  Journey    to    the    Center    of    the    Earth  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Alex  Schwartz 	1.5	 ['  Journey    to    the    Center    of    the    Earth  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Scott  Kroopf 	1.8461538461538463	 ['  Son    of    the    Mask  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Mike  Myers 	1.25	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Michael  McCullers 	2.0	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 John  S.  Lyons 	1.6	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Demi  Moore 	2.0	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Gregg  Taylor 	2.0	 ['  Austin    Powers    in    Goldmember  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Louise  Rosner 	2.5	['Fracture']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 John  Cheng 	3.0	 ['  Horrible    Bosses  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 David  S.  Goyer 	1.4285714285714286	 ['  Blade    II  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Ori  Marmur 	1.2857142857142858	 ['  Jack    the    Giant    Slayer  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Michel  Gondry 	1.5714285714285714	 ['  Be    Kind    Rewind  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Georges  Bermann 	1.5	 ['  Be    Kind    Rewind  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Julie  Fong 	2.0	 ['  Be    Kind    Rewind  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Guy  Stodel 	1.5	 ['  Be    Kind    Rewind  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Garrett  Grant 	3.0	 ['Hairspray',  '  Rock    of    Ages  '] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Michael  Beugg 	2.4285714285714284	 ["  He's    Just    Not    That    Into    You  "] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Tony  Scott 	1.8888888888888888	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Liz  Glotzer 	2.375	['Fracture']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Ken  Kwapis 	3.0	 ["  He's    Just    Not    That    Into    You  "] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Jonathan  Filley 	2.6	 ['  Sex    and    the    City  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Glen  Morgan 	1.8888888888888888	 ['  Final    Destination    3  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 James  Wong 	1.5555555555555556	 ['  Final    Destination    3  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Victor  Hadida 	1.8333333333333333	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Patrick  McCormick 	1.6	 ['  Jack    the    Giant    Slayer  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Jon  Divens 	1.0	 ['  Blade    II  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Peter  Frankfurt 	1.0	 ['  Blade    II  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Lynn  Harris 	1.8571428571428572	 ['  The    Notebook  ',  '  Blade    II  '] 	2	2.0
 Toby  Emmerich 	2.2222222222222223	 Andrew  J.  Horne 	1.0	 ['  Blade    II  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Wesley  Snipes 	1.0	 ['  Blade    II  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Guillermo  del  Toro 	1.6666666666666667	 ['  The    Hobbit:    An    Unexpected    Journey  ',  '  Blade    II  ',  '  The    Hobbit:    The    Desolation    of    Smaug  '] 	3	1.3333333333333333
 Toby  Emmerich 	2.2222222222222223	 Mike  Karz 	2.75	 ["  Valentine's    Day  ",  "  New    Year's    Eve  "] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Nick  Cassavetes 	2.6	 ['  The    Notebook  ',  "  My    Sister's    Keeper  "] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Sean  McNamara 	3.0	 ['  Raise    Your    Voice  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 David  Kirschner 	2.2	 ['  Secondhand    Lions  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Corey  Sienega 	1.6666666666666667	 ['  Secondhand    Lions  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Christopher  Godsick 	1.3333333333333333	 ['  Take    the    Lead  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Jeremiah  Samuels 	1.8571428571428572	 ['  Dear    John  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Zach  Schiff-Abrams 	3.0	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Lasse  Hallstrom 	2.2	 ['  Dear    John  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Gary  Levinsohn 	1.875	 ['  Snakes    on    a    Plane  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Avram  'Butch'  Kaplan 	2.8	 ['  The    Notebook  ',  '  Raise    Your    Voice  '] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Jeff  Nathanson 	1.0	 ['  Rush    Hour    3  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Larry  Cohen 	2.0	['Cellular']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 David  R.  Ellis 	2.6	 ['  Final    Destination    2  ',  '  Snakes    on    a    Plane  ',  'Cellular'] 	3	3.0
 Toby  Emmerich 	2.2222222222222223	 Douglas  Curtis 	2.3333333333333335	 ['Cellular',  '  Shut    em    up  '] 	2	2.0
 Toby  Emmerich 	2.2222222222222223	 Dean  Devlin 	2.7142857142857144	['Cellular']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Lauren  Lloyd 	2.0	['Cellular']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Marc  Roskin 	3	['Cellular']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Trish  Hofmann 	2.5	 ['  The    New    World  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Drew  Barrymore 	3.0	 ["  He's    Just    Not    That    Into    You  "] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Neil  Meron 	2.5	['Hairspray']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Craig  Zadan 	2.5	['Hairspray']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Barry  H.  Waldman 	1.7777777777777777	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 John  Francis  Daley 	2.3333333333333335	 ['  Horrible    Bosses  ',  '  The    Incredible    Burt    Wonderstone  '] 	2	2.0
 Toby  Emmerich 	2.2222222222222223	 Jonathan  M.  Goldstein 	2.3333333333333335	 ['  Horrible    Bosses  ',  '  The    Incredible    Burt    Wonderstone  '] 	2	2.0
 Toby  Emmerich 	2.2222222222222223	 Guy  Riedel 	2.5	 ['  Four    Christmases  ',  '  Wedding    Crashers  '] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Albert  Berger 	2.875	 ['  Little    Children  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Ron  Yerxa 	2.875	 ['  Little    Children  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Bill  Mechanic 	3.0	 ['  The    New    World  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Michael  Davis 	0.6666666666666666	 ['  Shut    em    up  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Steve  Carell 	2.2	 ['  The    Incredible    Burt    Wonderstone  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Vance  DeGeneres 	2.0	 ['  The    Incredible    Burt    Wonderstone  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Charlie  Hartsock 	2.0	 ['  The    Incredible    Burt    Wonderstone  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Callum  Greene 	2.4285714285714284	 ['  The    Hobbit:    The    Desolation    of    Smaug  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Patrick  McIntire 	2.3333333333333335	 ['  Rock    of    Ages  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Sandra  Rabins 	2.5	 ['  Snakes    on    a    Plane  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Jamie  Linden 	0.5	 ['  Dear    John  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Marty  Bowen 	2.230769230769231	 ['  Dear    John  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Michele  Weiss 	1.75	 ['  Dear    John  ',  "  He's    Just    Not    That    Into    You  ",  '  Son    of    the    Mask  '] 	3	1.3333333333333333
 Toby  Emmerich 	2.2222222222222223	 Don  Granger 	1.5	 ['  Snakes    on    a    Plane  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Amy  Sayres 	1.4285714285714286	 ['  Secondhand    Lions  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Philippa  Boyens 	1.2857142857142858	 ['  The    Hobbit:    An    Unexpected    Journey  ',  '  The    Hobbit:    The    Desolation    of    Smaug  '] 	2	1.5
 Toby  Emmerich 	2.2222222222222223	 Carolynne  Cunningham 	1.2857142857142858	 ['  The    Hobbit:    An    Unexpected    Journey  ',  '  The    Hobbit:    The    Desolation    of    Smaug  '] 	2	1.5
 Toby  Emmerich 	2.2222222222222223	 Peter  Jackson 	1.4137931034482758	 ['  The    Hobbit:    An    Unexpected    Journey  ',  '  The    Hobbit:    The    Desolation    of    Smaug  '] 	2	1.5
 Toby  Emmerich 	2.2222222222222223	 Ken  Kamins 	1.4285714285714286	 ['  The    Hobbit:    An    Unexpected    Journey  ',  '  The    Hobbit:    The    Desolation    of    Smaug  '] 	2	1.5
 Toby  Emmerich 	2.2222222222222223	 Rawson  Marshall  Thurber 	3.0	 ["  We're    the    Millers  "] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Richard  Kelly 	3.0	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Steve  Barancik 	3	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Skip  Chaisson 	3.0	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Lisa  Ellzey 	2.0	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 David  Hadida 	3	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Peter  Toumasis 	3	['Domino']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Wayne  Allan  Rice 	2.6666666666666665	 ["  Valentine's    Day  ",  "  New    Year's    Eve  "] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Christopher  McQuarrie 	0.8333333333333334	 ['  Jack    the    Giant    Slayer  '] 	1	0.0
 Toby  Emmerich 	2.2222222222222223	 Tom  Perrotta 	3.0	 ['  Little    Children  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Sebastian  Gutierrez 	3.0	 ['  Snakes    on    a    Plane  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Andrew  Z.  Davis 	1.6666666666666667	 ['  Rush    Hour    3  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Marcus  Viscidi 	2.75	 ['  Sex    and    the    city    2  ',  "  We're    the    Millers  "] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Jeffrey  Reddick 	2.3333333333333335	 ['  Final    Destination    2  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 J.  Mackye  Gruber 	2.3333333333333335	 ['  Final    Destination    2  ',  '  The    Butterfly    Effect  '] 	2	2.5
 Toby  Emmerich 	2.2222222222222223	 Eric  Bress 	2.5	 ['  Final    Destination    2  ',  '  The    Butterfly    Effect  '] 	2	2.5
 Toby  Emmerich 	2.2222222222222223	 Matt  Moore 	2.7142857142857144	 ['  Final    Destination    2  ',  '  Take    the    Lead  ',  '  Raise    Your    Voice  ',  '  Final    Destination    3  '] 	4	3.0
 Toby  Emmerich 	2.2222222222222223	 Charles  Weinstock 	1.6666666666666667	['Fracture']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Erica  Huggins 	2.25	 ['  Son    of    the    Mask  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Charlotte  Huggins 	0.5	 ['  Journey    to    the    Center    of    the    Earth  '] 	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Matt  Allen 	3.0	 ['  Four    Christmases  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Caleb  Wilson 	3.0	 ['  Four    Christmases  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Seth  Gordon 	1.8333333333333333	 ['  Four    Christmases  ',  '  Horrible    Bosses  '] 	2	3.0
 Toby  Emmerich 	2.2222222222222223	 Peter  Billingsley 	1.5	 ['  Four    Christmases  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Derek  Evans 	2.2	 ['  Four    Christmases  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Udi  Nedivi 	2.0	 ['  Four    Christmases  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Daniel  Pyne 	1	['Fracture']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Glenn  Gers 	2.0	['Fracture']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Gregory  Hoblit 	1	['Fracture']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Hawk  Koch 	1.0	['Fracture']	1	1.0
 Toby  Emmerich 	2.2222222222222223	 Leslie  Dixon 	2.3333333333333335	['Hairspray']	1	3.0
 Toby  Emmerich 	2.2222222222222223	 David  Dobkin 	1.3571428571428572	 ['  Wedding    Crashers  ',  '  Jack    the    Giant    Slayer  '] 	2	1.5
 Toby  Emmerich 	2.2222222222222223	 Sarah  Green 	2.142857142857143	 ['  The    New    World  '] 	1	3.0
 Toby  Emmerich 	2.2222222222222223	 Darren  Lemke 	1.25	 ['  Jack    the    Giant    Slayer  '] 	1	0.0
