person1	 person1  average 	person2	 person  2  average 	 shared  movies 	 number  of  shared  movies 	 collaboration  average 
 Bob  Weinstein 	2.3478260869565206	 John  Logan 	1.3	 ['  The    Aviator  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 David  Heyman 	2.411764705882353	['Paddington']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Rob  Zombie 	3.0	['Halloween']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Malek  Akkad 	3	['Halloween']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Andy  Gould 	3.0	['Halloween']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Robert  Zappia 	3	 ['  Halloween    H20:    20    Years    Later  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Steve  Miner 	3	 ['  Halloween    H20:    20    Years    Later  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Moustapha  Akkad 	3	 ['  Halloween    H20:    20    Years    Later  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Paul  Freeman 	3	 ['  Halloween    H20:    20    Years    Later  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Cary  Granat 	2.625	 ['  Scream    2  ',  '  Spy    Kids  ',  '  Scary    Movie  ',  '  Scream    3  ',  '  Halloween    H20:    20    Years    Later  ',  'Impostor',  '  Teaching    Mrs.    Tingle  '] 	7	2.5714285714285716
 Bob  Weinstein 	2.3478260869565206	 Kris  Thykier 	2.4285714285714284	 ['  Woman    in    Gold  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Anna  Campion 	3	 ['  Holy    Smoke  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Jane  Campion 	3.0	 ['  Holy    Smoke  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Jan  Chapman 	3	 ['  Holy    Smoke  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Todd  Edwards 	3.0	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Mike  Disa 	3.0	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Michael  Ludy 	3	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Joan  Collins  Carey 	3	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Joe  Goyette 	3	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Maurice  Kanbar 	3.0	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 David  Lovegren 	3.0	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Russell  D.  Pollock 	3	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Eric  Robinson 	3	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Ted  Rogers 	3	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Rachel  L.  Warren 	3	 ['  Hoodwinked    Too!    Hood    vs.    Evil  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Steven  Rogers 	2.75	 ['  Kate    &    Leopold  '] 	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Jason  Blumenthal 	1.625	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Robert  Walak 	2.3333333333333335	 ['  Woman    in    Gold  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 David  Parfitt 	3.0	 ['  My    Week    with    Marilyn  ',  '  Shakespeare    in    Love  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Allison  Pearson 	3.0	 ["  I    Don't    Know    How    She    Does    It  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Matt  Landon 	3.0	 ["  I    Don't    Know    How    She    Does    It  ",  '  The    Nanny    Diaries  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Craig  Mazin 	2.4285714285714284	 ['  Scary    Movie    3  ',  '  Superhero    Movie  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Leonardo  DiCaprio 	1.7142857142857142	 ['  The    Aviator  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Jonathan  Rubenstein 	2.3333333333333335	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Matthew  Salloway 	2.0	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Caroline  Case 	0	['Impostor']	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Marty  Katz 	1.5	['Impostor']	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Michael  Phillips 	0	['Impostor']	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Gary  Sinise 	0	['Impostor']	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Lloyd  Phillips 	1.5	 ['  Inglourious    Basterds  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Erica  Steinberg 	2.5	 ['  Inglourious    Basterds  ',  '  Kill    Bill:    Vol.    1  ',  '  Kill    Bill:    Vol.    2  ',  'Killshot'] 	4	2.5
 Bob  Weinstein 	2.3478260869565206	 John  DeLuca 	2.25	['Nine']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Tom  Cruise 	1.0	 ['  The    Others  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Charlotte  Bronte 	3.0	 ['  Jane    Eyre  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Hugh  Whitemore 	3	 ['  Jane    Eyre  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Franco  Zeffirelli 	3.0	 ['  Jane    Eyre  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Josep  Llurba 	3	 ['  Jane    Eyre  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Jean-Francois  Lepetit 	3	 ['  Jane    Eyre  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Dyson  Lovell 	3	 ['  Jane    Eyre  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Giovannella  Zannoni 	3	 ['  Jane    Eyre  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Riccardo  Tozzi 	3.0	 ['  Jane    Eyre  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Hamish  McColl 	3.0	['Paddington']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Mitsuhisa  Ishikawa 	3	 ['  Kill    Bill:    Vol.    1  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Katsuji  Morishita 	3	 ['  Kill    Bill:    Vol.    1  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 John  Madden 	2.3333333333333335	 ['Proof',  '  Shakespeare    in    Love  ',  'Killshot'] 	3	2.3333333333333335
 Bob  Weinstein 	2.3478260869565206	 Jim  Powers 	2.0	['Killshot']	1	1.0
 Bob  Weinstein 	2.3478260869565206	 David  J.  Webb 	1	['Killshot']	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Fran  Walsh 	1.3529411764705883	 ['  The    Lord    of    the    Rings:    The    Fellowship    of    the    Ring  ',  '  The    Lord    of    the    Rings:    The    Two    Towers  ',  '  The    Lord    of    the    Rings:    The    Return    of    the    King  '] 	3	1.0
 Bob  Weinstein 	2.3478260869565206	 David  J.  Bloomfield 	1.8333333333333333	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Danny  Strong 	3.0	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Wil  Haygood 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Lee  Daniels 	2.875	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Julia  Barry 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Len  Blavatnik 	3.0	 ["  Lee    Daniels'    The    Butler  ",  '  Woman    in    Gold  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Charles  Sauveur  Bonan 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 James  T.  Bruce  IV 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Michael  Finley 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Allen  Frederic 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Aviv  Giladi 	2.0	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Adonis  Hadjiantonas 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Valerie  Hoffman 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Vince  Holden 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 David  Jacobson 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Brett  Johnson 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Sheila  C.  Johnson 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Harry  I.  Martin  Jr. 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Simone  Sheffield 	3.0	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Earl  W.  Stafford 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Pamela  Oas  Williams 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 R.  Bryan  Wright 	3	 ["  Lee    Daniels'    The    Butler  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Tom  Hooper 	3.0	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Jim  Cartwright 	3	 ['  Little    Voice  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Laurie  Borg 	3.0	 ['  Little    Voice  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Kia  Jam 	1.3333333333333333	 ['  Sin    City:    A    Dame    to    Kill    For  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Marcel  Rodriguez 	2.0	 ['  The    Adventures    of    Sharkboy    and    Lavagirl    3-D  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Aaron  Kaufman 	2.0	 ['  Sin    City:    A    Dame    to    Kill    For  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Tom  Proper 	2.0	 ['  Sin    City:    A    Dame    to    Kill    For  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Allyn  Stewart 	2.0	 ['  Sin    City:    A    Dame    to    Kill    For  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Patrick  O'Brian 	0	 ['  Master    and    Commander:    The    Far    Side    of    the    World  '] 	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Peter  Weir 	0.25	 ['  Master    and    Commander:    The    Far    Side    of    the    World  '] 	1	0.0
 Bob  Weinstein 	2.3478260869565206	 John  Collee 	0	 ['  Master    and    Commander:    The    Far    Side    of    the    World  '] 	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Alan  B.  Curtiss 	0	 ['  Master    and    Commander:    The    Far    Side    of    the    World  '] 	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Samuel  Goldwyn  Jr. 	2.0	 ['  Master    and    Commander:    The    Far    Side    of    the    World  '] 	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Meyer  Gottlieb 	1.5	 ['  Master    and    Commander:    The    Far    Side    of    the    World  '] 	1	0.0
 Bob  Weinstein 	2.3478260869565206	 Richard  Maltby  Jr. 	3	 ['  Miss    Potter  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Chris  Noonan 	3	 ['  Miss    Potter  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Renee  Zellweger 	3	 ['  Miss    Potter  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Scott  Martin 	3	['Mononoke-hime']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Yutaka  Narita 	3	['Mononoke-hime']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Yasuyoshi  Tokuma 	3	['Mononoke-hime']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Seiichira  Ujiie 	3	['Mononoke-hime']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Mark  Foligno 	2.0	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Deepak  Sikka 	2.0	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Iain  Canning 	1.8333333333333333	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Emile  Sherman 	1.8333333333333333	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Simon  Curtis 	3.0	 ['  My    Week    with    Marilyn  ',  '  Woman    in    Gold  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 David  Dorfman 	3	 ["  My    Boss's    Daughter  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Ashton  Kutcher 	2.5	 ["  My    Boss's    Daughter  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Adrian  Hodges 	3	 ['  My    Week    with    Marilyn  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Ivan  Mactaggart 	3	 ['  My    Week    with    Marilyn  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Scott  Meek 	2.6666666666666665	 ['  Velvet    Goldmine  '] 	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Arthur  Kopit 	2.0	['Nine']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Maury  Yeston 	2.0	['Nine']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Mario  Fratti 	2	['Nine']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Paul  Edwards 	2	['Nine']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Gina  Gardini 	2	['Nine']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Michael  Cole 	2	['Nine']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Brian  Koppelman 	1.125	['Rounders']	1	1.0
 Bob  Weinstein 	2.3478260869565206	 David  Levien 	1.125	['Rounders']	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Paul  King 	3.0	['Paddington']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Rosie  Alison 	3.0	['Paddington']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Jeffery  Clifford 	3	['Paddington']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Dean  R.  Koontz 	3.0	['Phantoms']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Joe  Chappelle 	3	['Phantoms']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Yoji  Kurokami 	3	['Phantoms']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Steven  A.  Lane 	3	['Phantoms']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Michael  Leahy 	3	['Phantoms']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Richard  Potter 	3.0	 ['Phantoms',  '  Scream    2  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Robert  Pringle 	3	['Phantoms']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Joel  Soisson 	3	['Phantoms']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 David  Auburn 	3.0	['Proof']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Rebecca  Miller 	3.0	['Proof']	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Michelle  Raimo 	2.0	 ['  Silver    Linings    Playbook  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 David  Seidler 	3.0	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Susan  Montford 	2.0	 ['  Vampire    Academy  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 John  Dahl 	1	['Rounders']	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Shawn  Wayans 	3.0	 ['  Scary    Movie    2  ',  '  Scary    Movie  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Marlon  Wayans 	3.0	 ['  Scary    Movie    2  ',  '  Scary    Movie  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Buddy  Johnson 	3	 ['  Scary    Movie  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Phil  Beauman 	3	 ['  Scary    Movie  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Jason  Friedberg 	2.0	 ['  Scary    Movie  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Aaron  Seltzer 	2.0	 ['  Scary    Movie  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Keenen  Ivory  Wayans 	3.0	 ['  Scary    Movie    2  ',  '  Scary    Movie  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Lisa  Blum 	3.0	 ['  Scary    Movie    2  ',  '  Scary    Movie  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Eric  L.  Gold 	3.0	 ['  Scary    Movie    2  ',  '  Scary    Movie  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Peter  Schwerin 	3.0	 ['  Scary    Movie    2  ',  '  Scary    Movie  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Bo  Zenga 	3	 ['  Scary    Movie  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Alyson  Fouse 	3	 ['  Scary    Movie    2  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Greg  Grabianski 	3	 ['  Scary    Movie    2  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Dave  Polsky 	3	 ['  Scary    Movie    2  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Michael  Anthony  Snowden 	3.0	 ['  Scary    Movie    2  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Craig  Wayans 	3	 ['  Scary    Movie    2  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Rick  Alvarez 	3.0	 ['  Scary    Movie    2  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Pat  Proft 	3	 ['  Scary    Movie    3  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Robert  K.  Weiss 	3.0	 ['  Scary    Movie    3  ',  '  Superhero    Movie  '] 	2	3.0
 Bob  Weinstein 	2.3478260869565206	 Carly  Feingold 	3	 ['  Scream    4  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Iya  Labunka 	3	 ['  Scream    4  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Peter  Abrams 	3.0	 ["  She's    All    That  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Robert  L.  Levy 	3.0	 ["  She's    All    That  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Marc  Norman 	3.0	 ['  Shakespeare    in    Love  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 R.  Lee  Fleming  Jr. 	3	 ["  She's    All    That  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Robert  Iscove 	3	 ["  She's    All    That  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Richard  Hull 	3	 ["  She's    All    That  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Ben  Myron 	3.0	 ['  Waking    Up    in    Reno  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Matthew  Quick 	3	 ['  Silver    Linings    Playbook  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Renee  Witt 	3	 ['  Silver    Linings    Playbook  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Oleg  Boyko 	1	 ['  Sin    City:    A    Dame    to    Kill    For  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Stephen  L'Heureux 	1	 ['  Sin    City:    A    Dame    to    Kill    For  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Marci  Madison 	1	 ['  Sin    City:    A    Dame    to    Kill    For  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Kipp  Nelson 	1	 ['  Sin    City:    A    Dame    to    Kill    For  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Michael  Finnell 	2.0	 ['  Teaching    Mrs.    Tingle  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Kurt  Sutter 	2.0	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Gary  Cheng 	2	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Jonathan  Garrison 	2	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Peter  Riche 	2	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 David  L.  Schiff 	2	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Ning  Ye 	2	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Fang  Zhao 	2	['Southpaw']	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Tamara  Smith 	3	 ['  Spy    Kids  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Scott  Tomlinson 	3	 ['  Superhero    Movie  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Racer  Rodriguez 	1	 ['  The    Adventures    of    Sharkboy    and    Lavagirl    3-D  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Sandy  Climan 	1	 ['  The    Aviator  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Colin  Cotter 	1	 ['  The    Aviator  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Charles  Evans  Jr. 	1	 ['  The    Aviator  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Joanie  Blaikie 	3.0	 ['  Woman    in    Gold  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 John  Irving 	2	 ['  The    Cider    House    Rules  '] 	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Michael  Ondaatje 	3	 ['  The    English    Patient  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Scott  Greenstein 	3	 ['  The    English    Patient  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Saul  Zaentz 	3	 ['  The    English    Patient  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 David  Wechter 	3	 ['  The    Faculty  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Bruce  Kimmel 	3	 ['  The    Faculty  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Eric  Johnson 	2.0	 ['  The    Fighter  '] 	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Keith  Dorrington 	2.0	 ['  The    Fighter  '] 	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Dorothy  Aufiero 	2	 ['  The    Fighter  '] 	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Leslie  Varrelman 	2	 ['  The    Fighter  '] 	1	2.0
 Bob  Weinstein 	2.3478260869565206	 Tim  Sanders 	2.0	 ['  The    Lord    of    the    Rings:    The    Fellowship    of    the    Ring  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Jamie  Selkirk 	1.5	 ['  The    Lord    of    the    Rings:    The    Fellowship    of    the    Ring  ',  '  The    Lord    of    the    Rings:    The    Two    Towers  ',  '  The    Lord    of    the    Rings:    The    Return    of    the    King  '] 	3	1.0
 Bob  Weinstein 	2.3478260869565206	 J.R.R.  Tolkien 	1.1666666666666667	 ['  The    Lord    of    the    Rings:    The    Fellowship    of    the    Ring  ',  '  The    Lord    of    the    Rings:    The    Two    Towers  ',  '  The    Lord    of    the    Rings:    The    Return    of    the    King  '] 	3	1.0
 Bob  Weinstein 	2.3478260869565206	 David  Hare 	2.0	 ['  The    Reader  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Simon  Egan 	3	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Phil  Hope 	3	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Geoffrey  Rush 	3	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Lisbeth  Savill 	3	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Gareth  Unwin 	3	 ["  The    King's    Speech  "] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Rick  Porras 	1.0	 ['  The    Lord    of    the    Rings:    The    Fellowship    of    the    Ring  ',  '  The    Lord    of    the    Rings:    The    Two    Towers  ',  '  The    Lord    of    the    Rings:    The    Return    of    the    King  '] 	3	1.0
 Bob  Weinstein 	2.3478260869565206	 Stephen  Sinclair 	1	 ['  The    Lord    of    the    Rings:    The    Two    Towers  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Anna  Garduno 	3	 ['  The    Mist  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Denise  M.  Huth 	3	 ['  The    Mist  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Randi  Richmond 	3	 ['  The    Mist  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Emma  McLaughlin 	3	 ['  The    Nanny    Diaries  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Nicola  Kraus 	3	 ['  The    Nanny    Diaries  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Alejandro  Amenabar 	2.3333333333333335	 ['  The    Others  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Fernando  Bovaira 	2.0	 ['  The    Others  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Jose  Luis  Cuerda 	3	 ['  The    Others  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Sunmin  Park 	3	 ['  The    Others  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Bernhard  Schlink 	1	 ['  The    Reader  '] 	1	1.0
 Bob  Weinstein 	2.3478260869565206	 Tony  Briggs 	3	 ['  The    Sapphires  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Keith  Thompson 	3	 ['  The    Sapphires  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Wayne  Blair 	3	 ['  The    Sapphires  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Rosemary  Blight 	3	 ['  The    Sapphires  '] 	1	3.0
 Bob  Weinstein 	2.3478260869565206	 Kylie  Du  Fresne 	3	 ['  The    Sapphires  '] 	1	3.0
