person1	 person1  av 	person2	 person2  av 	sharedTitles	numSharedTitles
 Eric  Fellner 	2.3170731707317076	 Michael  London 	1.9	['Thirteen']	1	3.0
 Eric  Fellner 	2.3170731707317076	 Alison  Owen 	2.7	 ['  Shaun  of  the  Dead  ',  'Elizabeth'] 	2	3.0
 Eric  Fellner 	2.3170731707317076	 Richard  Eyre 	3.0	['Atonement']	1	3.0
 Eric  Fellner 	2.3170731707317076	 Robert  Fox 	3.0	['Atonement']	1	3.0
 Eric  Fellner 	2.3170731707317076	 Ian  McEwan 	3.0	['Atonement']	1	3.0
 Dede  Gardner 	2.272727272727273	 Christian  Colson 	2.1666666666666665	['Selma']	1	3.0
 Dede  Gardner 	2.272727272727273	 Cameron  McCracken 	2.2222222222222223	['Selma']	1	3.0
 Dede  Gardner 	2.272727272727273	 Graham  King 	1.6842105263157894	 ['  World  War  Z  '] 	1	3.0
 Dede  Gardner 	2.272727272727273	 Tim  Headington 	1.9090909090909092	 ['  World  War  Z  '] 	1	3.0
 Dede  Gardner 	2.272727272727273	 Nan  Morales 	2.111111111111111	 ['Selma',  '  Year  of  the  dog  '] 	2	3.0
 Dede  Gardner 	2.272727272727273	 Ava  DuVernay 	3.0	['Selma']	1	3.0
 Dede  Gardner 	2.272727272727273	 Oprah  Winfrey 	3.0	['Selma']	1	3.0
 Dede  Gardner 	2.272727272727273	 Mark  Bakshi 	1.8	 ['  World  War  Z  '] 	1	3.0
 Dede  Gardner 	2.272727272727273	 Paul  Webb 	3	['Selma']	1	3.0
 Dede  Gardner 	2.272727272727273	 Nik  Bower 	3.0	['Selma']	1	3.0
 Dede  Gardner 	2.272727272727273	 Paul  Garnes 	3	['Selma']	1	3.0
 Dede  Gardner 	2.272727272727273	 Diarmuid  McKeown 	3	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Christian  Colson 	2.1666666666666665	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Cameron  McCracken 	2.2222222222222223	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Graham  King 	1.6842105263157894	 ['  World  War  Z  '] 	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Tim  Headington 	1.9090909090909092	 ['  World  War  Z  '] 	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Nan  Morales 	2.111111111111111	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Ava  DuVernay 	3.0	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Oprah  Winfrey 	3.0	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Mark  Bakshi 	1.8	 ['  World  War  Z  '] 	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Paul  Webb 	3	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Nik  Bower 	3.0	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Paul  Garnes 	3	['Selma']	1	3.0
 Jeremy  Kleiner 	2.4285714285714284	 Diarmuid  McKeown 	3	['Selma']	1	3.0
 Brad  Pitt 	2.0000000000000004	 Christian  Colson 	2.1666666666666665	['Selma']	1	3.0
 Brad  Pitt 	2.0000000000000004	 Cameron  McCracken 	2.2222222222222223	['Selma']	1	3.0
 Brad  Pitt 	2.0000000000000004	 Tim  Headington 	1.9090909090909092	 ['  World  War  Z  '] 	1	3.0
 Brad  Pitt 	2.0000000000000004	 Nan  Morales 	2.111111111111111	 ['Selma',  '  Year  of  the  dog  '] 	2	3.0
 Brad  Pitt 	2.0000000000000004	 Ava  DuVernay 	3.0	['Selma']	1	3.0
 Brad  Pitt 	2.0000000000000004	 Oprah  Winfrey 	3.0	['Selma']	1	3.0
 Brad  Pitt 	2.0000000000000004	 Paul  Webb 	3	['Selma']	1	3.0
 Brad  Pitt 	2.0000000000000004	 Nik  Bower 	3.0	['Selma']	1	3.0
 Brad  Pitt 	2.0000000000000004	 Paul  Garnes 	3	['Selma']	1	3.0
 Brad  Pitt 	2.0000000000000004	 Diarmuid  McKeown 	3	['Selma']	1	3.0
 Georgia  Kacandes 	2.6	 Douglas  Wick 	2.230769230769231	 ['"  Girl,  Interrupted  "'] 	1	3.0
